3	3	Am32ILC-09352,AmelILC-15491,Amh3ILC-15317	Amh3,Am32,Amel
3	3	Am32ILC-17973,AmelILC-08857,Amh3ILC-08585	Amh3,Am32,Amel
3	3	Am32ILC-00141,AmelILC-00501,Amh3ILC-00535	Amh3,Am32,Amel
1	1	Amh3ILC-07347	Amh3
3	3	Am32ILC-00651,AmelILC-00152,Amh3ILC-00101	Amh3,Am32,Amel
3	3	Am32ILC-08022,AmelILC-14515,Amh3ILC-14452	Amh3,Am32,Amel
3	3	Am32ILC-07138,AmelILC-13978,Amh3ILC-13924	Amh3,Am32,Amel
1	1	Am32ILC-16119	Am32
2	2	Am32ILC-16540,Amh3ILC-07867	Amh3,Am32
2	2	AmelILC-00924,Amh3ILC-00839	Amh3,Amel
2	2	Am32ILC-11087,Amh3ILC-03848	Amh3,Am32
1	1	AmelILC-03881	Amel
3	3	Am32ILC-05915,AmelILC-12828,Amh3ILC-12702	Amh3,Am32,Amel
2	2	AmelILC-04938,Amh3ILC-04697	Amh3,Amel
1	1	Am32ILC-03519	Am32
1	1	Am32ILC-04975	Am32
1	1	Am32ILC-13086	Am32
2	2	AmelILC-10706,Amh3ILC-10533	Amh3,Amel
2	2	Am32ILC-12846,Amh3ILC-04385	Amh3,Am32
3	3	Am32ILC-15302,AmelILC-06846,Amh3ILC-06680	Amh3,Am32,Amel
3	3	Am32ILC-02237,AmelILC-01858,Amh3ILC-01705	Amh3,Am32,Amel
3	3	Am32ILC-15877,AmelILC-07535,Amh3ILC-07361	Amh3,Am32,Amel
3	3	Am32ILC-14452,AmelILC-05357,Amh3ILC-05278	Amh3,Am32,Amel
3	3	Am32ILC-10344,AmelILC-03146,Amh3ILC-03017	Amh3,Am32,Amel
3	3	Am32ILC-04382,AmelILC-11593,Amh3ILC-11491	Amh3,Am32,Amel
3	3	Am32ILC-13908,AmelILC-05954,Amh3ILC-05927	Amh3,Am32,Amel
3	3	Am32ILC-03586,AmelILC-10646,Amh3ILC-10589	Amh3,Am32,Amel
2	2	Am32ILC-17663,Amh3ILC-08305	Amh3,Am32
1	1	Am32ILC-12287	Am32
1	1	Am32ILC-01982	Am32
1	1	Am32ILC-14609	Am32
2	2	AmelILC-12033,Amh3ILC-11911	Amh3,Amel
1	1	Am32ILC-09946	Am32
3	3	Am32ILC-03458,AmelILC-10754,Amh3ILC-10486	Amh3,Am32,Amel
1	1	Am32ILC-05305	Am32
1	1	Am32ILC-04832	Am32
3	3	Am32ILC-03986,AmelILC-11018,Amh3ILC-10867	Amh3,Am32,Amel
3	3	Am32ILC-14717,AmelILC-06400,Amh3ILC-06318	Amh3,Am32,Amel
2	2	AmelILC-08753,Amh3ILC-08685	Amh3,Amel
3	3	Am32ILC-05445,AmelILC-12450,Amh3ILC-12344	Amh3,Am32,Amel
2	2	Am32ILC-05979,Amh3ILC-12664	Amh3,Am32
3	3	Am32ILC-13577,AmelILC-05696,Amh3ILC-05701	Amh3,Am32,Amel
3	3	Am32ILC-19220,AmelILC-16550,Amh3ILC-02027	Amh3,Am32,Amel
2	2	AmelILC-09434,Amh3ILC-09337	Amh3,Amel
2	2	Am32ILC-02342,Amh3ILC-01880	Amh3,Am32
3	3	Am32ILC-11061,AmelILC-03858,Amh3ILC-03824	Amh3,Am32,Amel
3	3	Am32ILC-18340,AmelILC-09525,Amh3ILC-09429	Amh3,Am32,Amel
1	1	Am32ILC-17295	Am32
3	3	Am32ILC-16259,AmelILC-07808,Amh3ILC-07692	Amh3,Am32,Amel
3	3	Am32ILC-10465,AmelILC-03034,Amh3ILC-02908	Amh3,Am32,Amel
2	2	AmelILC-12138,Amh3ILC-12053	Amh3,Amel
3	3	Am32ILC-06362,AmelILC-13442,Amh3ILC-13360	Amh3,Am32,Amel
3	3	Am32ILC-06855,AmelILC-13230,Amh3ILC-13176	Amh3,Am32,Amel
2	2	Am32ILC-07770,Amh3ILC-13551	Amh3,Am32
3	3	Am32ILC-01949,AmelILC-01736,Amh3ILC-01599	Amh3,Am32,Amel
2	2	Am32ILC-04899,Amh3ILC-11974	Amh3,Am32
3	3	Am32ILC-25504,AmelILC-15841,Amh3ILC-03113	Amh3,Am32,Amel
3	3	Am32ILC-10744,AmelILC-02161,Amh3ILC-02125	Amh3,Am32,Amel
2	2	AmelILC-12573,Amh3ILC-12391	Amh3,Amel
3	3	Am32ILC-21159,AmelILC-15989,Amh3ILC-03133	Amh3,Am32,Amel
2	2	AmelILC-10430,Amh3ILC-10358	Amh3,Amel
3	3	Am32ILC-18082,AmelILC-08766,Amh3ILC-08674	Amh3,Am32,Amel
3	3	Am32ILC-13738,AmelILC-05837,Amh3ILC-05570	Amh3,Am32,Amel
3	3	Am32ILC-09117,AmelILC-15349,Amh3ILC-15164	Amh3,Am32,Amel
3	3	Am32ILC-05968,AmelILC-12862,Amh3ILC-12673	Amh3,Am32,Amel
3	3	Am32ILC-08328,AmelILC-14758,Amh3ILC-14693	Amh3,Am32,Amel
3	3	Am32ILC-12345,AmelILC-04859,Amh3ILC-04768	Amh3,Am32,Amel
2	2	Am32ILC-18523,AmelILC-09684	Am32,Amel
3	3	Am32ILC-14317,AmelILC-05237,Amh3ILC-05381	Amh3,Am32,Amel
3	3	Am32ILC-05071,AmelILC-12088,Amh3ILC-12108	Amh3,Am32,Amel
3	3	Am32ILC-04035,AmelILC-11319,Amh3ILC-11178	Amh3,Am32,Amel
3	3	Am32ILC-12121,AmelILC-04694,Amh3ILC-04664	Amh3,Am32,Amel
3	3	Am32ILC-18073,AmelILC-08771,Amh3ILC-08667	Amh3,Am32,Amel
2	2	AmelILC-16369,Amh3ILC-09190	Amh3,Amel
3	3	Am32ILC-24040,AmelILC-16171,Amh3ILC-09165	Amh3,Am32,Amel
2	2	Am32ILC-20731,Amh3ILC-07438	Amh3,Am32
1	1	AmelILC-04649	Amel
2	2	Am32ILC-20986,AmelILC-17014	Am32,Amel
2	2	Am32ILC-11103,AmelILC-03892	Am32,Amel
1	1	Am32ILC-05251	Am32
1	1	Am32ILC-11383	Am32
1	1	AmelILC-07003	Amel
3	3	Am32ILC-25521,AmelILC-15856,Amh3ILC-03098	Amh3,Am32,Amel
2	2	Am32ILC-07649,Amh3ILC-14091	Amh3,Am32
2	2	Am32ILC-18524,AmelILC-09686	Am32,Amel
3	3	Am32ILC-13926,AmelILC-05932,Amh3ILC-05905	Amh3,Am32,Amel
3	3	Am32ILC-22124,AmelILC-16040,Amh3ILC-05046	Amh3,Am32,Amel
1	1	Am32ILC-00056	Am32
3	3	Am32ILC-04773,AmelILC-11977,Amh3ILC-11859	Amh3,Am32,Amel
3	3	Am32ILC-02195,AmelILC-01894,Amh3ILC-01742	Amh3,Am32,Amel
2	2	AmelILC-00340,Amh3ILC-00271	Amh3,Amel
3	3	Am32ILC-07874,AmelILC-13722,Amh3ILC-13626	Amh3,Am32,Amel
2	2	AmelILC-05536,Amh3ILC-05535	Amh3,Amel
3	3	Am32ILC-11430,AmelILC-03304,Amh3ILC-03375	Amh3,Am32,Amel
3	3	Am32ILC-12422,AmelILC-04922,Amh3ILC-04713	Amh3,Am32,Amel
3	3	Am32ILC-05692,AmelILC-12709,Amh3ILC-12529	Amh3,Am32,Amel
3	3	Am32ILC-16284,AmelILC-07784,Amh3ILC-07715	Amh3,Am32,Amel
3	3	Am32ILC-10492,AmelILC-03012,Amh3ILC-02887	Amh3,Am32,Amel
3	3	Am32ILC-18767,AmelILC-09898,Amh3ILC-09830	Amh3,Am32,Amel
3	3	Am32ILC-17256,AmelILC-08111,Amh3ILC-07998	Amh3,Am32,Amel
3	3	Am32ILC-18777,AmelILC-09907,Amh3ILC-09823	Amh3,Am32,Amel
3	3	Am32ILC-09178,AmelILC-15294,Amh3ILC-15224	Amh3,Am32,Amel
1	1	Am32ILC-06717	Am32
2	2	AmelILC-10457,Amh3ILC-10332	Amh3,Amel
3	3	Am32ILC-00807,AmelILC-00904,Amh3ILC-00818	Amh3,Am32,Amel
3	3	Am32ILC-16449,AmelILC-08083,Amh3ILC-07942	Amh3,Am32,Amel
3	3	Am32ILC-12565,AmelILC-05055,Amh3ILC-04919	Amh3,Am32,Amel
1	1	Amh3ILC-07885	Amh3
3	3	Am32ILC-01830,AmelILC-01631,Amh3ILC-01510	Amh3,Am32,Amel
3	3	Am32ILC-16428,AmelILC-07883,Amh3ILC-07746	Amh3,Am32,Amel
3	3	Am32ILC-04656,AmelILC-11854,Amh3ILC-11740	Amh3,Am32,Amel
1	1	Amh3ILC-06909	Amh3
1	1	Amh3ILC-14236	Amh3
1	1	Amh3ILC-10335	Amh3
3	3	Am32ILC-05902,AmelILC-12819,Amh3ILC-12707	Amh3,Am32,Amel
1	1	Am32ILC-03224	Am32
3	3	Am32ILC-09424,AmelILC-15557,Amh3ILC-15510	Amh3,Am32,Amel
2	2	AmelILC-02374,Amh3ILC-02302	Amh3,Amel
3	3	Am32ILC-13100,AmelILC-04633,Amh3ILC-04529	Amh3,Am32,Amel
2	2	AmelILC-12972,Amh3ILC-12936	Amh3,Amel
3	3	Am32ILC-15006,AmelILC-06627,Amh3ILC-06484	Amh3,Am32,Amel
3	3	Am32ILC-18530,AmelILC-09691,Amh3ILC-09606	Amh3,Am32,Amel
3	3	Am32ILC-07329,AmelILC-14051,Amh3ILC-14048	Amh3,Am32,Amel
1	1	Am32ILC-06623	Am32
3	3	Am32ILC-04315,AmelILC-11525,Amh3ILC-11431	Amh3,Am32,Amel
2	2	AmelILC-03153,Amh3ILC-03026	Amh3,Amel
3	3	Am32ILC-12522,AmelILC-05017,Amh3ILC-04960	Amh3,Am32,Amel
2	2	AmelILC-06067,Amh3ILC-06080	Amh3,Amel
3	3	Am32ILC-05567,AmelILC-12520,Amh3ILC-12435	Amh3,Am32,Amel
3	3	Am32ILC-11296,AmelILC-04083,Amh3ILC-04037	Amh3,Am32,Amel
2	2	AmelILC-04812,Amh3ILC-04815	Amh3,Amel
1	1	Am32ILC-02308	Am32
3	3	Am32ILC-03287,AmelILC-10504,Amh3ILC-10393	Amh3,Am32,Amel
2	2	AmelILC-10428,Amh3ILC-10360	Amh3,Amel
3	3	Am32ILC-13966,AmelILC-05091,Amh3ILC-05133	Amh3,Am32,Amel
2	2	AmelILC-06598,Amh3ILC-06416	Amh3,Amel
1	1	Am32ILC-14132	Am32
3	3	Am32ILC-15537,AmelILC-07060,Amh3ILC-07083	Amh3,Am32,Amel
3	3	Am32ILC-03335,AmelILC-10852,Amh3ILC-13736	Amh3,Am32,Amel
2	2	AmelILC-03625,Amh3ILC-03568	Amh3,Amel
1	1	Am32ILC-05614	Am32
3	3	Am32ILC-14480,AmelILC-06194,Amh3ILC-06168	Amh3,Am32,Amel
3	3	Am32ILC-13217,AmelILC-05409,Amh3ILC-05418	Amh3,Am32,Amel
2	2	AmelILC-12547,Amh3ILC-12408	Amh3,Amel
2	2	AmelILC-16582,Amh3ILC-07443	Amh3,Amel
3	3	Am32ILC-11059,AmelILC-03855,Amh3ILC-03820	Amh3,Am32,Amel
3	3	Am32ILC-14123,AmelILC-06071,Amh3ILC-06077	Amh3,Am32,Amel
2	2	AmelILC-14221,Amh3ILC-14184	Amh3,Amel
3	3	Am32ILC-16652,AmelILC-07396,Amh3ILC-07284	Amh3,Am32,Amel
2	2	AmelILC-13303,Amh3ILC-13263	Amh3,Amel
2	2	AmelILC-14927,Amh3ILC-14837	Amh3,Amel
3	3	Am32ILC-09656,AmelILC-15752,Amh3ILC-15562	Amh3,Am32,Amel
3	3	Am32ILC-05312,AmelILC-11268,Amh3ILC-11084	Amh3,Am32,Amel
1	1	Am32ILC-19300	Am32
2	2	Am32ILC-18841,Amh3ILC-09763	Amh3,Am32
3	3	Am32ILC-10648,AmelILC-02880,Amh3ILC-02758	Amh3,Am32,Amel
2	2	AmelILC-03280,Amh3ILC-03287	Amh3,Amel
3	3	Am32ILC-08811,AmelILC-15188,Amh3ILC-15084	Amh3,Am32,Amel
3	3	Am32ILC-04845,AmelILC-12046,Amh3ILC-11924	Amh3,Am32,Amel
3	3	Am32ILC-14098,AmelILC-06089,Amh3ILC-06056	Amh3,Am32,Amel
2	2	AmelILC-03266,Amh3ILC-03268	Amh3,Amel
3	3	Am32ILC-16500,AmelILC-08055,Amh3ILC-07905	Amh3,Am32,Amel
3	3	Am32ILC-11249,AmelILC-04019,Amh3ILC-03985	Amh3,Am32,Amel
3	3	Am32ILC-18765,AmelILC-09896,Amh3ILC-09832	Amh3,Am32,Amel
3	3	Am32ILC-02358,AmelILC-01983,Amh3ILC-01896	Amh3,Am32,Amel
2	2	Am32ILC-09392,Amh3ILC-15282	Amh3,Am32
1	1	Am32ILC-00063	Am32
2	2	AmelILC-04888,Amh3ILC-04739	Amh3,Amel
3	3	Am32ILC-02298,AmelILC-02030,Amh3ILC-01851	Amh3,Am32,Amel
3	3	Am32ILC-19879,AmelILC-15909,Amh3ILC-11213	Amh3,Am32,Amel
3	3	Am32ILC-16805,AmelILC-08093,Amh3ILC-07959	Amh3,Am32,Amel
1	1	Am32ILC-07857	Am32
2	2	AmelILC-12197,Amh3ILC-11997	Amh3,Amel
3	3	Am32ILC-04788,AmelILC-11993,Amh3ILC-11875	Amh3,Am32,Amel
3	3	Am32ILC-17806,AmelILC-08687,Amh3ILC-08536	Amh3,Am32,Amel
3	3	Am32ILC-15251,AmelILC-06803,Amh3ILC-06657	Amh3,Am32,Amel
2	2	AmelILC-04489,Amh3ILC-04446	Amh3,Amel
3	3	Am32ILC-14693,AmelILC-06384,Amh3ILC-06341	Amh3,Am32,Amel
3	3	Am32ILC-00811,AmelILC-00908,Amh3ILC-00823	Amh3,Am32,Amel
1	1	Amh3ILC-14542	Amh3
3	3	Am32ILC-05946,AmelILC-12849,Amh3ILC-12684	Amh3,Am32,Amel
2	2	AmelILC-12732,Amh3ILC-12507	Amh3,Amel
3	3	Am32ILC-13675,AmelILC-05782,Amh3ILC-05624	Amh3,Am32,Amel
3	3	Am32ILC-12063,AmelILC-04130,Amh3ILC-04113	Amh3,Am32,Amel
3	3	Am32ILC-18255,AmelILC-09452,Amh3ILC-09350	Amh3,Am32,Amel
3	3	Am32ILC-07518,AmelILC-14208,Amh3ILC-14195	Amh3,Am32,Amel
2	2	Am32ILC-15863,AmelILC-07525	Am32,Amel
1	1	AmelILC-12161	Amel
3	3	Am32ILC-15029,AmelILC-06204,Amh3ILC-06138	Amh3,Am32,Amel
3	3	Am32ILC-09864,AmelILC-02447,Amh3ILC-02375	Amh3,Am32,Amel
3	3	Am32ILC-15438,AmelILC-06967,Amh3ILC-06865	Amh3,Am32,Amel
3	3	Am32ILC-26208,AmelILC-16532,Amh3ILC-05077	Amh3,Am32,Amel
3	3	Am32ILC-13273,AmelILC-05454,Amh3ILC-05461	Amh3,Am32,Amel
3	3	Am32ILC-09393,AmelILC-15529,Amh3ILC-15281	Amh3,Am32,Amel
3	3	Am32ILC-25500,AmelILC-15839,Amh3ILC-03115	Amh3,Am32,Amel
3	3	Am32ILC-14263,AmelILC-05194,Amh3ILC-05229	Amh3,Am32,Amel
3	3	Am32ILC-05454,AmelILC-12461,Amh3ILC-12336	Amh3,Am32,Amel
3	3	Am32ILC-04414,AmelILC-11617,Amh3ILC-11511	Amh3,Am32,Amel
2	2	AmelILC-04280,Amh3ILC-04224	Amh3,Amel
3	3	Am32ILC-09485,AmelILC-15602,Amh3ILC-15465	Amh3,Am32,Amel
3	3	Am32ILC-09866,AmelILC-02450,Amh3ILC-02377	Amh3,Am32,Amel
3	3	Am32ILC-12905,AmelILC-04479,Amh3ILC-04458	Amh3,Am32,Amel
3	3	Am32ILC-18691,AmelILC-09824,Amh3ILC-09891	Amh3,Am32,Amel
3	3	Am32ILC-03231,AmelILC-10462,Amh3ILC-10328	Amh3,Am32,Amel
3	3	Am32ILC-16718,AmelILC-07446,Amh3ILC-07242	Amh3,Am32,Amel
3	3	Am32ILC-03760,AmelILC-10897,Amh3ILC-10745	Amh3,Am32,Amel
1	1	Am32ILC-17041	Am32
3	3	Am32ILC-11925,AmelILC-03695,Amh3ILC-03674	Amh3,Am32,Amel
1	1	Am32ILC-01671	Am32
3	3	Am32ILC-08125,AmelILC-14590,Amh3ILC-14529	Amh3,Am32,Amel
3	3	Am32ILC-10216,AmelILC-02786,Amh3ILC-02680	Amh3,Am32,Amel
3	3	Am32ILC-21183,AmelILC-17044,Amh3ILC-12800	Amh3,Am32,Amel
3	3	Am32ILC-10508,AmelILC-03000,Amh3ILC-02875	Amh3,Am32,Amel
2	2	AmelILC-13004,Amh3ILC-12973	Amh3,Amel
1	1	Am32ILC-09809	Am32
3	3	Am32ILC-10848,AmelILC-02285,Amh3ILC-02225	Amh3,Am32,Amel
2	2	AmelILC-06002,Amh3ILC-05975	Amh3,Amel
3	3	Am32ILC-12109,AmelILC-04661,Amh3ILC-04644	Amh3,Am32,Amel
3	3	Am32ILC-17699,AmelILC-08479,Amh3ILC-08333	Amh3,Am32,Amel
2	2	Am32ILC-08201,Amh3ILC-14587	Amh3,Am32
3	3	Am32ILC-15636,AmelILC-07157,Amh3ILC-06991	Amh3,Am32,Amel
3	3	Am32ILC-00284,AmelILC-00612,Amh3ILC-00420	Amh3,Am32,Amel
3	3	Am32ILC-17738,AmelILC-08503,Amh3ILC-08374	Amh3,Am32,Amel
3	3	Am32ILC-17718,AmelILC-08492,Amh3ILC-08365	Amh3,Am32,Amel
3	3	Am32ILC-12967,AmelILC-04516,Amh3ILC-04495	Amh3,Am32,Amel
3	3	Am32ILC-13767,AmelILC-05904,Amh3ILC-05850	Amh3,Am32,Amel
2	2	AmelILC-08331,Amh3ILC-08191	Amh3,Amel
3	3	Am32ILC-17161,AmelILC-09160,Amh3ILC-08963	Amh3,Am32,Amel
2	2	Am32ILC-13921,Amh3ILC-05913	Amh3,Am32
3	3	Am32ILC-14534,AmelILC-06160,Amh3ILC-06205	Amh3,Am32,Amel
3	3	Am32ILC-18026,AmelILC-08814,Amh3ILC-08628	Amh3,Am32,Amel
1	1	AmelILC-12874	Amel
3	3	Am32ILC-09350,AmelILC-15488,Amh3ILC-15319	Amh3,Am32,Amel
2	2	AmelILC-01400,Amh3ILC-01178	Amh3,Amel
2	2	AmelILC-06504,Amh3ILC-06708	Amh3,Amel
1	1	Am32ILC-17232	Am32
2	2	AmelILC-09224,Amh3ILC-09030	Amh3,Amel
1	1	Am32ILC-12435	Am32
3	3	Am32ILC-03732,AmelILC-10916,Amh3ILC-10763	Amh3,Am32,Amel
3	3	Am32ILC-13487,AmelILC-05633,Amh3ILC-05772	Amh3,Am32,Amel
2	2	Am32ILC-02851,AmelILC-10169	Am32,Amel
3	3	Am32ILC-07978,AmelILC-14483,Amh3ILC-14418	Amh3,Am32,Amel
3	3	Am32ILC-06056,AmelILC-12255,Amh3ILC-12121	Amh3,Am32,Amel
3	3	Am32ILC-18230,AmelILC-09428,Amh3ILC-09333	Amh3,Am32,Amel
1	1	Am32ILC-19883	Am32
1	1	Am32ILC-18645	Am32
3	3	Am32ILC-08828,AmelILC-15203,Amh3ILC-15100	Amh3,Am32,Amel
3	3	Am32ILC-10628,AmelILC-02899,Amh3ILC-02777	Amh3,Am32,Amel
3	3	Am32ILC-07914,AmelILC-13762,Amh3ILC-13661	Amh3,Am32,Amel
1	1	Am32ILC-13459	Am32
3	3	Am32ILC-02252,AmelILC-01843,Amh3ILC-01690	Amh3,Am32,Amel
2	2	Am32ILC-24256,AmelILC-21645	Am32,Amel
3	3	Am32ILC-09614,AmelILC-15710,Amh3ILC-15605	Amh3,Am32,Amel
2	2	AmelILC-10762,Amh3ILC-10477	Amh3,Amel
2	2	AmelILC-03852,Amh3ILC-03817	Amh3,Amel
