Species	SeqID	Sigma	Phi
Cflo	NW_011881590.1	0.5084918522899008	0.723684210526
Cflo	NW_011882532.1	0.5265754564199683	0.782608695652
Cflo	NW_011882716.1	0.703626247122026	0.766666666667
Cflo	NW_011882810.1	0.0871629339827425	0.538461538462
Cflo	NW_011883546.1	0.304492647804113	0.310344827586
Cflo	NW_011883808.1	0.16452721242633198	0.619047619048
Cflo	NW_011883953.1	0.44285913346788147	0.469387755102
Cflo	NW_011885320.1	0.5480391077935397	0.814159292035
Cflo	NW_011885393.1	0.5267925823571347	0.764705882353
Cflo	NW_011885655.1	0.14913957773525444	0.692307692308
Cflo	NW_011886773.1	0.16651047556407853	0.535714285714
Cflo	NW_011887060.1	0.12698170621438956	0.56
Hsal	NW_011646480.1	0.2656264100689147	0.59649122807
Hsal	NW_011646564.1	0.20371268539176401	0.666666666667
Hsal	NW_011646741.1	0.32634136545298464	0.631578947368
Hsal	NW_011646973.1	0.05725262766122839	0.181818181818
Hsal	NW_011647044.1	0.5139880830751878	0.765625
Hsal	NW_011647087.1	0.284284607667233	0.666666666667
Hsal	NW_011647157.1	0.19488833087585267	0.568181818182
Hsal	NW_011647311.1	0.1599651002817471	0.571428571429
Hsal	NW_011648058.1	0.5694796639981008	0.68085106383
Hsal	NW_011648308.1	0.26524606291892744	0.673913043478
Hsal	NW_011648846.1	0.4842696286123476	0.5625
Hsal	NW_011648925.1	0.4299639649658394	0.617647058824
Hsal	NW_011649194.1	0.49606004518359237	0.811764705882
Hsal	NW_011649272.1	0.2810334930045656	0.763157894737
Hsal	NW_011649346.1	0.2921708532687088	0.545454545455
Hsal	NW_011649385.1	0.23646078998342468	0.719298245614
Hsal	NW_011649425.1	0.20731010378499856	0.571428571429
Hsal	NW_011649481.1	0.2779586156657834	0.818181818182
Hsal	NW_011649661.1	0.30068062257646216	0.688888888889
Hsal	NW_011649692.1	0.18236945298717702	0.762711864407
Hsal	NW_011649715.1	0.26963758819941336	0.714285714286
Hsal	NW_011649728.1	0.31359056623780884	0.666666666667
Hsal	NW_011650193.1	0.5608424239886941	0.786666666667
Hsal	NW_011650539.1	0.28664331865228365	0.770491803279
Hsal	NW_011650542.1	0.5552459087656803	0.904761904762
Hsal	NW_011650668.1	0.30450781092799956	0.636363636364
Hsal	NW_011650790.1	0.4565868160532511	0.741935483871
Hsal	NW_011650815.1	0.3128178640185622	0.803921568627
Hsal	NW_011650851.1	0.5675488814120999	0.692307692308
Hsal	NW_011650855.1	0.3406054197339177	0.755102040816
Hsal	NW_011650956.1	0.24086763524114443	0.545454545455
Hsal	NW_011651541.1	0.3163337539337404	0.734693877551
Hsal	NW_011651567.1	0.3053086849375386	0.68
Hsal	NW_011651688.1	0.5054930918259706	0.763636363636
Hsal	NW_011651929.1	0.23532280410085896	0.71875
Hsal	NW_011651981.1	0.16458932324910197	0.584905660377
Hsal	NW_011651985.1	0.0530013101984413	0.171428571429
Hsal	NW_011652422.1	0.12696937296729416	0.692307692308
Hsal	NW_011652577.1	0.4592614215823935	0.771428571429
Hsal	NW_011652656.1	0.1530732386269964	0.576923076923
Hsal	NW_011652663.1	0.02918363802589368	0.545454545455
Hsal	NW_011652688.1	0.39670600739006157	0.705882352941
Hsal	NW_011653010.1	0.13168475171823898	0.574468085106
Hsal	NW_011653071.1	0.021267875620052674	0.1875
Hsal	NW_011653078.1	0.0	0.0
Hsal	NW_011653094.1	0.43187559934382497	0.661971830986
Hsal	NW_011653224.1	0.14810531361804619	0.594594594595
Hsal	NW_011653281.1	0.2695173666822184	0.6875
Hsal	NW_011653292.1	0.09732150793855612	0.555555555556
Hsal	NW_011653412.1	0.10296875293979918	0.333333333333
Hsal	NW_011653477.1	0.6045802181019133	0.811111111111
Hsal	NW_011653521.1	0.4532828700704941	0.737288135593
Hsal	NW_011653869.1	0.09205495611143878	0.444444444444
Hsal	NW_011654317.1	0.07786026383897231	0.432432432432
Hsal	NW_011654318.1	0.398198698270114	0.703703703704
Hsal	NW_011654540.1	0.21908573516893443	0.666666666667
Hsal	NW_011654823.1	0.6001991857553015	0.79
Hsal	NW_011655025.1	0.5718971979393159	0.607843137255
Hsal	NW_011655077.1	0.36206471658302575	0.666666666667
Pcan	NW_014569547.1	0.40651009365782165	0.757763975155
Pcan	NW_014569548.1	0.5566876036180245	0.793650793651
Pcan	NW_014569549.1	0.3208694017285113	0.654205607477
Pcan	NW_014569550.1	0.527046382035331	0.864864864865
Pcan	NW_014569551.1	0.15857008975778927	0.577464788732
Pcan	NW_014569552.1	0.5246875719164993	0.75
Pcan	NW_014569553.1	0.4999455172577579	0.8
Pcan	NW_014569554.1	0.5632116498968158	0.760330578512
Pcan	NW_014569555.1	0.5402100053549037	0.69387755102
Pcan	NW_014569556.1	0.20205768184133405	0.694444444444
Pcan	NW_014569557.1	0.5292177024858123	0.821138211382
Pcan	NW_014569558.1	0.48913070821650345	0.759036144578
Pcan	NW_014569559.1	0.8001377505808682	0.944444444444
Pcan	NW_014569560.1	0.4572749357633403	0.810526315789
Pcan	NW_014569561.1	0.38232497622979533	0.705882352941
Pcan	NW_014569562.1	0.5871194582482265	0.786885245902
Pcan	NW_014569563.1	0.5932118322671202	0.671428571429
Pcan	NW_014569564.1	0.5927017566987576	0.666666666667
Pcan	NW_014569565.1	0.3940570149443	0.742857142857
Pcan	NW_014569566.1	0.4301245693082428	0.792682926829
Pcan	NW_014569567.1	0.35706430380750137	0.710526315789
Pcan	NW_014569568.1	0.5997286073068105	0.851063829787
Pcan	NW_014569569.1	0.5496790564492405	0.666666666667
Pcan	NW_014569570.1	0.32565659744288167	0.680555555556
Pcan	NW_014569571.1	0.33709813743512607	0.782608695652
Pcan	NW_014569572.1	0.497566073587839	0.841463414634
Pcan	NW_014569573.1	0.42178769741735717	0.6
Pcan	NW_014569574.1	0.4311317901001863	0.815217391304
Pcan	NW_014569575.1	0.6066415837068774	0.842105263158
Pcan	NW_014569576.1	0.21465628304970677	0.742857142857
Pcan	NW_014569577.1	0.2145446084793318	0.697674418605
Pcan	NW_014569578.1	0.7220654961846728	0.842857142857
Pcan	NW_014569579.1	0.6014990600498844	0.704545454545
Pcan	NW_014569580.1	0.5422185728383556	0.873684210526
Pcan	NW_014569581.1	0.6008754316021385	0.782608695652
Pcan	NW_014569582.1	0.17101873551427707	0.68
Pcan	NW_014569583.1	0.3301390174111774	0.65625
Pcan	NW_014569584.1	0.6082247372516573	0.822222222222
Pcan	NW_014569585.1	0.45131100518539713	0.80303030303
Pcan	NW_014569586.1	0.2918548135215475	0.789473684211
Pcan	NW_014569587.1	0.3843804685935014	0.782608695652
Pdom	NW_015148970.1	0.40167775348829265	0.756446991404
Pdom	NW_015148971.1	0.4496969548227703	0.774647887324
Pdom	NW_015148972.1	0.4095518487784392	0.765567765568
Pdom	NW_015148973.1	0.5440880799762294	0.810126582278
Pdom	NW_015148974.1	0.4346075918149402	0.724719101124
Pdom	NW_015148975.1	0.4292951130605319	0.755639097744
Pdom	NW_015148976.1	0.2945336627829416	0.741496598639
Pdom	NW_015148977.1	0.4232639243949716	0.772222222222
Pdom	NW_015148978.1	0.47810647296058456	0.834319526627
Pdom	NW_015148979.1	0.35216540274497304	0.696428571429
Pdom	NW_015148980.1	0.35233172175770155	0.729166666667
Pdom	NW_015148981.1	0.16697047316273733	0.640625
Pdom	NW_015148982.1	0.4167647195248525	0.754716981132
Pdom	NW_015148983.1	0.4963877599427543	0.724637681159
Pdom	NW_015148984.1	0.5964036405407793	0.634146341463
Pdom	NW_015148985.1	0.2594963271516966	0.529411764706
Pdom	NW_015148986.1	0.34004672322636176	0.729927007299
Pdom	NW_015148987.1	0.17002078443223187	0.670212765957
Pdom	NW_015148988.1	0.38300164880080917	0.833333333333
Pdom	NW_015148989.1	0.41525405419864053	0.571428571429
Pdom	NW_015148990.1	0.49074074074074076	0.783950617284
Pdom	NW_015148991.1	0.6271035077192859	0.838709677419
Pdom	NW_015148992.1	0.5224048507482302	0.646341463415
Pdom	NW_015148993.1	0.6441085627713375	0.86301369863
Pdom	NW_015148994.1	0.2722519816114643	0.77
Pdom	NW_015148995.1	0.5279915921804592	0.694444444444
Pdom	NW_015148996.1	0.45382990193446787	0.839285714286
Pdom	NW_015148997.1	0.29217690650128764	0.734375
Pdom	NW_015148998.1	0.48759223077363517	0.822033898305
Pdom	NW_015148999.1	0.5877095922596083	0.849162011173
Pdom	NW_015149000.1	0.3614786847388241	0.673913043478
Pdom	NW_015149001.1	0.6443525624120383	0.756756756757
Pdom	NW_015149002.1	0.5239619942370879	0.805825242718
Pdom	NW_015149003.1	0.5495594259635601	0.66
Pdom	NW_015149004.1	0.5288889261386375	0.753623188406
Pdom	NW_015149005.1	0.49997605587079574	0.8
Pdom	NW_015149006.1	0.27637529228728147	0.48
Pdom	NW_015149007.1	0.33853627891831445	0.68992248062
Pdom	NW_015149008.1	0.3826655746750637	0.784482758621
Pdom	NW_015149009.1	0.32275049992381366	0.828947368421
Pdom	NW_015149010.1	0.6366331552758423	0.86231884058
Pdom	NW_015149011.1	0.5122047936578732	0.733333333333
Pdom	NW_015149012.1	0.6398691481605612	0.86231884058
Pdom	NW_015149013.1	0.57368180791029	0.793103448276
Pdom	NW_015149014.1	0.4200392120601377	0.8
Pdom	NW_015149015.1	0.5088149993773051	0.937931034483
Pdom	NW_015149016.1	0.7606945719236492	0.864077669903
Pdom	NW_015149017.1	0.2855652355827873	0.722222222222
Pdom	NW_015149018.1	0.6359485385728721	0.777777777778
Pdom	NW_015149019.1	0.5460382625248152	0.545454545455
Pdom	NW_015149020.1	0.43561152162779787	0.802816901408
Pdom	NW_015149021.1	0.6500045848086065	0.717948717949
Pdom	NW_015149022.1	0.37270336805515714	0.753623188406
Pdom	NW_015149023.1	0.36699719798770786	0.711340206186
Pdom	NW_015149024.1	0.239634273667394	0.666666666667
Pdom	NW_015149025.1	0.5379743629911179	0.865384615385
Pdom	NW_015149026.1	0.6102727042630862	0.79746835443
Pdom	NW_015149027.1	0.3590018051812985	0.735294117647
Pdom	NW_015149028.1	0.49232214651653944	0.735294117647
Pdom	NW_015149029.1	0.5653076497025609	0.785714285714
Pdom	NW_015149030.1	0.43433131205254044	0.72
Pdom	NW_015149033.1	0.5982396802585802	0.703703703704
Nvit	NC_015867.2	0.4964014254545136	0.792429284526
Nvit	NC_015868.2	0.491287634975193	0.787428023033
Nvit	NC_015869.2	0.5144509667420054	0.80993852459
Nvit	NC_015870.2	0.5212216072040742	0.826530612245
Nvit	NC_015871.2	0.5691413330164685	0.803921568627
Nvit	NW_001814682.1	0.43218761271007616	0.755102040816
Nvit	NW_001815126.1	0.5997172819517742	0.824
Nvit	NW_001815237.1	0.6809210863569722	0.836363636364
Nvit	NW_001816570.1	0.3574364315071722	0.811111111111
Nvit	NW_001817348.1	0.5409021830358838	0.839622641509
Nvit	NW_001817459.1	0.5327472411965739	0.769230769231
Nvit	NW_001817681.2	0.46461873356648375	0.701754385965
Nvit	NW_001817792.1	0.5824826030980984	0.847457627119
Nvit	NW_001818015.1	0.5402530543435932	0.754966887417
Nvit	NW_001819014.1	0.40919362078424304	0.5
Nvit	NW_001820527.3	0.5930474917201918	0.823076923077
Nvit	NW_001820749.1	0.603113053001584	0.824480369515
