piLocusID	MrnaID
DmelILC-00118	gnl|FlyBase|CG11186-RA
DmelILC-00120	gnl|FlyBase|CG11081-RA
DmelILC-00122	gnl|FlyBase|CG11077-RA
DmelILC-00123	gnl|FlyBase|CG11076-RA
DmelILC-00124	gnl|FlyBase|CG11154-RC
DmelILC-00125	gnl|FlyBase|CG18069-RJ
DmelILC-00127	gnl|FlyBase|CG32018-RB
DmelILC-00128	gnl|FlyBase|CG11064-RA
DmelILC-00129	gnl|FlyBase|CG11062-RA
DmelILC-00131	gnl|FlyBase|CG11049-RA
DmelILC-00132	gnl|FlyBase|CG11059-RC
DmelILC-00133	gnl|FlyBase|CG11027-RA
DmelILC-00134	gnl|FlyBase|CG11155-RA
DmelILC-00135	gnl|FlyBase|CG32017-RB
DmelILC-00136	gnl|FlyBase|CG17461-RA
DmelILC-00138	gnl|FlyBase|CG17743-RA
DmelILC-00140	gnl|FlyBase|CG33521-RA
DmelILC-00141	gnl|FlyBase|CG17471-RA
DmelILC-00143	gnl|FlyBase|CG43369-RC
DmelILC-00144	gnl|FlyBase|CG40478-RA
DmelILC-00145	gnl|FlyBase|CG33653-RD
DmelILC-00150	gnl|FlyBase|CG17636-RC
DmelILC-00151	gnl|FlyBase|CG40494-RE
DmelILC-00154	gnl|FlyBase|CG17131-RA
DmelILC-00155	gnl|FlyBase|CG17707-RB
DmelILC-00158	gnl|FlyBase|CG3038-RA
DmelILC-00159	gnl|FlyBase|CG2995-RB
DmelILC-00160	gnl|FlyBase|CG42376-RA
DmelILC-00161	gnl|FlyBase|CG2945-RA
DmelILC-00162	gnl|FlyBase|CG13377-RA
DmelILC-00164	gnl|FlyBase|CG13376-RD
DmelILC-00165	gnl|FlyBase|CG3114-RK
DmelILC-00166	gnl|FlyBase|CG3777-RA
DmelILC-00168	gnl|FlyBase|CG13375-RA
DmelILC-00169	gnl|FlyBase|CG12470-RA
DmelILC-00170	gnl|FlyBase|CG17885-RA
DmelILC-00171	gnl|FlyBase|CG32816-RA
DmelILC-00172	gnl|FlyBase|CG43181-RA
DmelILC-00173	gnl|FlyBase|CG43182-RA
DmelILC-00174	gnl|FlyBase|CG3757-RA
DmelILC-00176	gnl|FlyBase|CG3796-RA
DmelILC-00180	gnl|FlyBase|CG3827-RA
DmelILC-00181	gnl|FlyBase|CG3839-RA
DmelILC-00182	gnl|FlyBase|CG13374-RA
DmelILC-00183	gnl|FlyBase|CG3258-RA
DmelILC-00184	gnl|FlyBase|CG3972-RA
DmelILC-00185	gnl|FlyBase|CG3923-RC
DmelILC-00186	gnl|FlyBase|CG13373-RB
DmelILC-00187	gnl|FlyBase|CG32817-RA
DmelILC-00189	gnl|FlyBase|CG3176-RA
DmelILC-00190	gnl|FlyBase|CG18273-RA
DmelILC-00191	gnl|FlyBase|CG3156-RA
DmelILC-00193	gnl|FlyBase|CG17896-RB
DmelILC-00194	gnl|FlyBase|CG17778-RA
DmelILC-00195	gnl|FlyBase|CG4122-RG
DmelILC-00198	gnl|FlyBase|CG4262-RA
DmelILC-00199	gnl|FlyBase|CG4293-RA
DmelILC-00200	gnl|FlyBase|CG7727-RB
DmelILC-00203	gnl|FlyBase|CG6172-RA
DmelILC-00204	gnl|FlyBase|CG13366-RB
DmelILC-00206	gnl|FlyBase|CG13365-RA
DmelILC-00207	gnl|FlyBase|CG17828-RA
DmelILC-00208	gnl|FlyBase|CG13369-RA
DmelILC-00209	gnl|FlyBase|CG13364-RA
DmelILC-00211	gnl|FlyBase|CG17829-RA
DmelILC-00212	gnl|FlyBase|CG7622-RA
DmelILC-00213	gnl|FlyBase|CG6189-RA
DmelILC-00214	gnl|FlyBase|CG7486-RE
DmelILC-00216	gnl|FlyBase|CG6222-RA
DmelILC-00217	gnl|FlyBase|CG13367-RA
DmelILC-00218	gnl|FlyBase|CG16982-RC
DmelILC-00219	gnl|FlyBase|CG13363-RA
DmelILC-00220	gnl|FlyBase|CG16983-RA
DmelILC-00222	gnl|FlyBase|CG5227-RG
DmelILC-00223	gnl|FlyBase|CG13362-RA
DmelILC-00224	gnl|FlyBase|CG5254-RA
DmelILC-00225	gnl|FlyBase|CG13361-RA
DmelILC-00226	gnl|FlyBase|CG5273-RA
DmelILC-00228	gnl|FlyBase|CG7434-RA
DmelILC-00234	gnl|FlyBase|CG16785-RB
DmelILC-00235	gnl|FlyBase|CG12311-RA
DmelILC-00236	gnl|FlyBase|CG13360-RA
DmelILC-00239	gnl|FlyBase|CG16989-RA
DmelILC-00240	gnl|FlyBase|CG7413-RA
DmelILC-00241	gnl|FlyBase|CG13359-RA
DmelILC-00242	gnl|FlyBase|CG13358-RD
DmelILC-00243	gnl|FlyBase|CG7359-RB
DmelILC-00244	gnl|FlyBase|CG43867-RK
DmelILC-00245	gnl|FlyBase|CG11663-RA
DmelILC-00246	gnl|FlyBase|CG3711-RD
DmelILC-00247	gnl|FlyBase|CG3034-RA
DmelILC-00248	gnl|FlyBase|CG3708-RB
DmelILC-00249	gnl|FlyBase|CG3706-RA
DmelILC-00250	gnl|FlyBase|CG32815-RC
DmelILC-00251	gnl|FlyBase|CG11642-RA
DmelILC-00252	gnl|FlyBase|CG3704-RA
DmelILC-00253	gnl|FlyBase|CG3026-RA
DmelILC-00254	gnl|FlyBase|CG3703-RA
DmelILC-00255	gnl|FlyBase|CG3699-RA
DmelILC-00256	gnl|FlyBase|CG3690-RA
DmelILC-00260	gnl|FlyBase|CG18823-RA
DmelILC-00262	gnl|FlyBase|CG11639-RA
DmelILC-00263	gnl|FlyBase|CG14631-RA
DmelILC-00264	gnl|FlyBase|CG3019-RA
DmelILC-00265	gnl|FlyBase|CG11638-RA
DmelILC-00266	gnl|FlyBase|CG32814-RB
DmelILC-00267	gnl|FlyBase|CG3021-RA
DmelILC-00268	gnl|FlyBase|CG3658-RA
DmelILC-00269	gnl|FlyBase|CG33082-RA
DmelILC-00270	gnl|FlyBase|CG14630-RA
DmelILC-00271	gnl|FlyBase|CG42259-RA
DmelILC-00273	gnl|FlyBase|CG14629-RA
DmelILC-00274	gnl|FlyBase|CG3655-RC
DmelILC-00276	gnl|FlyBase|CG14628-RA
DmelILC-00278	gnl|FlyBase|CG32859-RA
DmelILC-00280	gnl|FlyBase|CG11378-RA
DmelILC-00281	gnl|FlyBase|CG11384-RA
DmelILC-00283	gnl|FlyBase|CG11379-RA
DmelILC-00284	gnl|FlyBase|CG14627-RA
DmelILC-00285	gnl|FlyBase|CG14626-RA
DmelILC-00287	gnl|FlyBase|CG11380-RA
DmelILC-00289	gnl|FlyBase|CG14625-RB
DmelILC-00290	gnl|FlyBase|CG11381-RA
DmelILC-00291	gnl|FlyBase|CG14624-RA
DmelILC-00293	gnl|FlyBase|CG11382-RB
DmelILC-00294	gnl|FlyBase|CG11398-RA
DmelILC-00295	gnl|FlyBase|CG3638-RG
DmelILC-00296	gnl|FlyBase|CG11403-RA
DmelILC-00298	gnl|FlyBase|CG11405-RB
DmelILC-00300	gnl|FlyBase|CG32812-RA
DmelILC-00301	gnl|FlyBase|CG14622-RD
DmelILC-00302	gnl|FlyBase|CG32811-RB
DmelILC-00304	gnl|FlyBase|CG11411-RA
DmelILC-00305	gnl|FlyBase|CG11409-RB
DmelILC-00306	gnl|FlyBase|CG11412-RA
DmelILC-00307	gnl|FlyBase|CG11418-RA
DmelILC-00308	gnl|FlyBase|CG11415-RA
DmelILC-00309	gnl|FlyBase|CG12773-RA
DmelILC-00310	gnl|FlyBase|CG11417-RA
DmelILC-00311	gnl|FlyBase|CG11420-RA
DmelILC-00313	gnl|FlyBase|CG14770-RA
DmelILC-00314	gnl|FlyBase|CG3056-RD
DmelILC-00316	gnl|FlyBase|CG3051-RA
DmelILC-00317	gnl|FlyBase|CG3719-RA
DmelILC-00318	gnl|FlyBase|CG32813-RH
DmelILC-00319	gnl|FlyBase|CG11448-RC
DmelILC-00321	gnl|FlyBase|CG34387-RC
DmelILC-00322	gnl|FlyBase|CG18531-RC
DmelILC-00323	gnl|FlyBase|CG14785-RA
DmelILC-00324	gnl|FlyBase|CG14786-RA
DmelILC-00325	gnl|FlyBase|CG14787-RA
DmelILC-00326	gnl|FlyBase|CG14788-RA
DmelILC-00327	gnl|FlyBase|CG14789-RA
DmelILC-00328	gnl|FlyBase|CG14777-RB
DmelILC-00329	gnl|FlyBase|CG14778-RA
DmelILC-00330	gnl|FlyBase|CG32808-RA
DmelILC-00331	gnl|FlyBase|CG14779-RA
DmelILC-00332	gnl|FlyBase|CG14780-RA
DmelILC-00333	gnl|FlyBase|CG14791-RB
DmelILC-00334	gnl|FlyBase|CG14781-RC
DmelILC-00335	gnl|FlyBase|CG14792-RA
DmelILC-00337	gnl|FlyBase|CG32810-RB
DmelILC-00338	gnl|FlyBase|CG33513-RC
DmelILC-00339	gnl|FlyBase|CG14795-RB
DmelILC-00341	gnl|FlyBase|CG14796-RA
DmelILC-00343	gnl|FlyBase|CG11491-RP
DmelILC-00344	gnl|FlyBase|CG3093-RA
DmelILC-00345	gnl|FlyBase|CG3740-RA
DmelILC-00346	gnl|FlyBase|CG3095-RA
DmelILC-00347	gnl|FlyBase|CG32809-RG
DmelILC-00348	gnl|FlyBase|CG14798-RA
DmelILC-00349	gnl|FlyBase|CG3771-RA
DmelILC-00351	gnl|FlyBase|CG3795-RA
DmelILC-00353	gnl|FlyBase|CG14808-RA
DmelILC-00355	gnl|FlyBase|CG42666-RE
DmelILC-00356	gnl|FlyBase|CG12598-RN
DmelILC-00358	gnl|FlyBase|CG32806-RA
DmelILC-00359	gnl|FlyBase|CG14810-RA
DmelILC-00360	gnl|FlyBase|CG14811-RB
DmelILC-00362	gnl|FlyBase|CG14812-RA
DmelILC-00363	gnl|FlyBase|CG14813-RA
DmelILC-00364	gnl|FlyBase|CG14814-RB
DmelILC-00365	gnl|FlyBase|CG14802-RA
DmelILC-00366	gnl|FlyBase|CG14803-RA
DmelILC-00367	gnl|FlyBase|CG14816-RA
DmelILC-00368	gnl|FlyBase|CG14804-RA
DmelILC-00369	gnl|FlyBase|CG14817-RA
DmelILC-00370	gnl|FlyBase|CG14805-RA
DmelILC-00371	gnl|FlyBase|CG14818-RA
DmelILC-00372	gnl|FlyBase|CG14806-RA
DmelILC-00373	gnl|FlyBase|CG3848-RD
DmelILC-00374	gnl|FlyBase|CG3109-RA
DmelILC-00375	gnl|FlyBase|CG11579-RA
DmelILC-00376	gnl|FlyBase|CG32803-RC
DmelILC-00379	gnl|FlyBase|CG32801-RA
DmelILC-00380	gnl|FlyBase|CG3810-RE
DmelILC-00381	gnl|FlyBase|CG3480-RA
DmelILC-00382	gnl|FlyBase|CG17766-RA
DmelILC-00383	gnl|FlyBase|CG3806-RA
DmelILC-00384	gnl|FlyBase|CG3573-RA
DmelILC-00385	gnl|FlyBase|CG11596-RC
DmelILC-00387	gnl|FlyBase|CG3857-RA
DmelILC-00388	gnl|FlyBase|CG3587-RA
DmelILC-00389	gnl|FlyBase|CG43934-RI
DmelILC-00390	gnl|FlyBase|CG4406-RA
DmelILC-00393	gnl|FlyBase|CG4399-RE
DmelILC-00394	gnl|FlyBase|CG4376-RC
DmelILC-00396	gnl|FlyBase|CG4380-RA
DmelILC-00397	gnl|FlyBase|CG4313-RD
DmelILC-00398	gnl|FlyBase|CG4325-RA
DmelILC-00399	gnl|FlyBase|CG4322-RA
DmelILC-00400	gnl|FlyBase|CG4290-RA
DmelILC-00402	gnl|FlyBase|CG4281-RA
DmelILC-00403	gnl|FlyBase|CG14054-RA
DmelILC-00405	gnl|FlyBase|CG4199-RB
DmelILC-00406	gnl|FlyBase|CG4194-RA
DmelILC-00408	gnl|FlyBase|CG4061-RA
DmelILC-00409	gnl|FlyBase|CG4045-RA
DmelILC-00410	gnl|FlyBase|CG4025-RA
DmelILC-00411	gnl|FlyBase|CG16903-RA
DmelILC-00412	gnl|FlyBase|CG3981-RA
DmelILC-00413	gnl|FlyBase|CG3954-RB
DmelILC-00415	gnl|FlyBase|CG3895-RA
DmelILC-00417	gnl|FlyBase|CG18412-RA
DmelILC-00419	gnl|FlyBase|CG3835-RA
DmelILC-00420	gnl|FlyBase|CG3724-RA
DmelILC-00421	gnl|FlyBase|CG3717-RA
DmelILC-00422	gnl|FlyBase|CG3707-RA
DmelILC-00423	gnl|FlyBase|CG3656-RA
DmelILC-00424	gnl|FlyBase|CG3630-RA
DmelILC-00426	gnl|FlyBase|CG3621-RA
DmelILC-00427	gnl|FlyBase|CG3540-RB
DmelILC-00429	gnl|FlyBase|CG3466-RA
DmelILC-00430	gnl|FlyBase|CG10755-RA
DmelILC-00431	gnl|FlyBase|CG3461-RA
DmelILC-00432	gnl|FlyBase|CG3460-RA
DmelILC-00433	gnl|FlyBase|CG17776-RA
DmelILC-00435	gnl|FlyBase|CG17777-RB
DmelILC-00436	gnl|FlyBase|CG3457-RA
DmelILC-00437	gnl|FlyBase|CG3456-RA
DmelILC-00438	gnl|FlyBase|CG14053-RA
DmelILC-00440	gnl|FlyBase|CG18031-RA
DmelILC-00441	gnl|FlyBase|CG33548-RA
DmelILC-00442	gnl|FlyBase|CG3299-RA
DmelILC-00443	gnl|FlyBase|CG14052-RB
DmelILC-00444	gnl|FlyBase|CG3443-RE
DmelILC-00445	gnl|FlyBase|CG3228-RA
DmelILC-00446	gnl|FlyBase|CG3218-RA
DmelILC-00447	gnl|FlyBase|CG3206-RA
DmelILC-00448	gnl|FlyBase|CG3193-RA
DmelILC-00449	gnl|FlyBase|CG3191-RA
DmelILC-00450	gnl|FlyBase|CG3091-RA
DmelILC-00451	gnl|FlyBase|CG3078-RD
DmelILC-00452	gnl|FlyBase|CG3073-RA
DmelILC-00453	gnl|FlyBase|CG3071-RA
DmelILC-00454	gnl|FlyBase|CG2924-RA
DmelILC-00456	gnl|FlyBase|CG2918-RA
DmelILC-00457	gnl|FlyBase|CG34333-RA
DmelILC-00458	gnl|FlyBase|CG2865-RA
DmelILC-00460	gnl|FlyBase|CG2845-RA
DmelILC-00462	gnl|FlyBase|CG14050-RA
DmelILC-00463	gnl|FlyBase|CG2854-RA
DmelILC-00465	gnl|FlyBase|CG14049-RA
DmelILC-00466	gnl|FlyBase|CG14048-RA
DmelILC-00467	gnl|FlyBase|CG2841-RF
DmelILC-00468	gnl|FlyBase|CG43947-RE
DmelILC-00470	gnl|FlyBase|CG12496-RA
DmelILC-00472	gnl|FlyBase|CG32797-RA
DmelILC-00473	gnl|FlyBase|CG7952-RB
DmelILC-00475	gnl|FlyBase|CG7925-RC
DmelILC-00476	gnl|FlyBase|CG32796-RG
DmelILC-00477	gnl|FlyBase|CG33950-RAT
DmelILC-00480	gnl|FlyBase|CG13758-RB
DmelILC-00481	gnl|FlyBase|CG8310-RB
DmelILC-00482	gnl|FlyBase|CG13759-RA
DmelILC-00483	gnl|FlyBase|CG13760-RC
DmelILC-00484	gnl|FlyBase|CG17437-RA
DmelILC-00485	gnl|FlyBase|CG9659-RB
DmelILC-00486	gnl|FlyBase|CG8590-RA
DmelILC-00487	gnl|FlyBase|CG9900-RB
DmelILC-00488	gnl|FlyBase|CG13761-RB
DmelILC-00489	gnl|FlyBase|CG8636-RA
DmelILC-00491	gnl|FlyBase|CG10742-RA
DmelILC-00492	gnl|FlyBase|CG9904-RA
DmelILC-00493	gnl|FlyBase|CG13762-RC
DmelILC-00494	gnl|FlyBase|CG10260-RD
DmelILC-00495	gnl|FlyBase|CG2621-RQ
DmelILC-00497	gnl|FlyBase|CG2655-RA
DmelILC-00498	gnl|FlyBase|CG2652-RA
DmelILC-00501	gnl|FlyBase|CG2647-RA
DmelILC-00502	gnl|FlyBase|CG2650-RA
DmelILC-00503	gnl|FlyBase|CG2658-RA
DmelILC-00504	gnl|FlyBase|CG2662-RA
DmelILC-00505	gnl|FlyBase|CG2675-RB
DmelILC-00506	gnl|FlyBase|CG2677-RA
DmelILC-00507	gnl|FlyBase|CG2680-RB
DmelILC-00508	gnl|FlyBase|CG2681-RA
DmelILC-00509	gnl|FlyBase|CG2685-RA
DmelILC-00510	gnl|FlyBase|CG2694-RA
DmelILC-00511	gnl|FlyBase|CG2701-RA
DmelILC-00512	gnl|FlyBase|CG2706-RA
DmelILC-00513	gnl|FlyBase|CG2707-RA
DmelILC-00514	gnl|FlyBase|CG2709-RA
DmelILC-00515	gnl|FlyBase|CG2711-RA
DmelILC-00516	gnl|FlyBase|CG2713-RA
DmelILC-00517	gnl|FlyBase|CG2712-RA
DmelILC-00518	gnl|FlyBase|CG2714-RA
DmelILC-00519	gnl|FlyBase|CG2715-RA
DmelILC-00520	gnl|FlyBase|CG3653-RA
DmelILC-00522	gnl|FlyBase|CG32795-RA
DmelILC-00523	gnl|FlyBase|CG2759-RA
DmelILC-00524	gnl|FlyBase|CG12498-RA
DmelILC-00525	gnl|FlyBase|CG14416-RA
DmelILC-00526	gnl|FlyBase|CG14417-RA
DmelILC-00527	gnl|FlyBase|CG14418-RA
DmelILC-00528	gnl|FlyBase|CG14419-RA
DmelILC-00529	gnl|FlyBase|CG3526-RA
DmelILC-00530	gnl|FlyBase|CG3588-RE
DmelILC-00531	gnl|FlyBase|CG14424-RA
DmelILC-00532	gnl|FlyBase|CG32793-RA
DmelILC-00533	gnl|FlyBase|CG3592-RA
DmelILC-00534	gnl|FlyBase|CG3598-RA
DmelILC-00535	gnl|FlyBase|CG14420-RA
DmelILC-00536	gnl|FlyBase|CG14421-RA
DmelILC-00537	gnl|FlyBase|CG14422-RA
DmelILC-00538	gnl|FlyBase|CG14423-RA
DmelILC-00539	gnl|FlyBase|CG17959-RA
DmelILC-00540	gnl|FlyBase|CG3603-RA
DmelILC-00541	gnl|FlyBase|CG4125-RA
DmelILC-00542	gnl|FlyBase|CG4116-RA
DmelILC-00543	gnl|FlyBase|CG3936-RA
DmelILC-00544	gnl|FlyBase|CG18508-RA
DmelILC-00545	gnl|FlyBase|CG4015-RA
DmelILC-00546	gnl|FlyBase|CG3939-RA
DmelILC-00547	gnl|FlyBase|CG32498-RB
DmelILC-00548	gnl|FlyBase|CG14265-RB
DmelILC-00549	gnl|FlyBase|CG14266-RA
DmelILC-00550	gnl|FlyBase|CG10788-RB
DmelILC-00551	gnl|FlyBase|CG10781-RA
DmelILC-00552	gnl|FlyBase|CG10789-RA
DmelILC-00553	gnl|FlyBase|CG10790-RB
DmelILC-00554	gnl|FlyBase|CG12181-RC
DmelILC-00556	gnl|FlyBase|CG10793-RA
DmelILC-00560	gnl|FlyBase|CG10798-RA
DmelILC-00562	gnl|FlyBase|CG12535-RB
DmelILC-00564	gnl|FlyBase|CG14269-RA
DmelILC-00565	gnl|FlyBase|CG16782-RA
DmelILC-00566	gnl|FlyBase|CG10801-RA
DmelILC-00567	gnl|FlyBase|CG16781-RB
DmelILC-00568	gnl|FlyBase|CG12206-RA
DmelILC-00569	gnl|FlyBase|CG10804-RC
DmelILC-00570	gnl|FlyBase|CG10802-RA
DmelILC-00571	gnl|FlyBase|CG14270-RA
DmelILC-00572	gnl|FlyBase|CG10803-RA
DmelILC-00573	gnl|FlyBase|CG14271-RB
DmelILC-00574	gnl|FlyBase|CG32791-RA
DmelILC-00576	gnl|FlyBase|CG32792-RH
DmelILC-00577	gnl|FlyBase|CG2875-RA
DmelILC-00578	gnl|FlyBase|CG2872-RB
DmelILC-00579	gnl|FlyBase|CG13317-RA
DmelILC-00580	gnl|FlyBase|CG2864-RB
DmelILC-00581	gnl|FlyBase|CG13316-RD
DmelILC-00583	gnl|FlyBase|CG2849-RA
DmelILC-00584	gnl|FlyBase|CG34412-RG
DmelILC-00586	gnl|FlyBase|CG2947-RA
DmelILC-00588	gnl|FlyBase|CG32788-RB
DmelILC-00590	gnl|FlyBase|CG32789-RA
DmelILC-00592	gnl|FlyBase|CG44123-RD
DmelILC-00593	gnl|FlyBase|CG2904-RC
DmelILC-00596	gnl|FlyBase|CG2901-RA
DmelILC-00598	gnl|FlyBase|CG44402-RD
DmelILC-00599	gnl|FlyBase|CG2930-RE
DmelILC-00600	gnl|FlyBase|CG2934-RA
DmelILC-00601	gnl|FlyBase|CG15239-RA
DmelILC-00602	gnl|FlyBase|CG42541-RC
DmelILC-00603	gnl|FlyBase|CG2938-RB
DmelILC-00604	gnl|FlyBase|CG2941-RA
DmelILC-00605	gnl|FlyBase|CG32786-RB
DmelILC-00606	gnl|FlyBase|CG32783-RB
DmelILC-00607	gnl|FlyBase|CG5014-RB
DmelILC-00608	gnl|FlyBase|CG6450-RC
DmelILC-00609	gnl|FlyBase|CG6428-RA
DmelILC-00610	gnl|FlyBase|CG6414-RA
DmelILC-00620	gnl|FlyBase|CG43689-RE
DmelILC-00622	gnl|FlyBase|CG6379-RA
DmelILC-00623	gnl|FlyBase|CG15375-RB
DmelILC-00624	gnl|FlyBase|CG6358-RA
DmelILC-00625	gnl|FlyBase|CG4934-RA
DmelILC-00626	gnl|FlyBase|CG4944-RA
DmelILC-00627	gnl|FlyBase|CG6133-RA
DmelILC-00628	gnl|FlyBase|CG4865-RA
DmelILC-00629	gnl|FlyBase|CG6121-RA
DmelILC-00630	gnl|FlyBase|CG4857-RB
DmelILC-00631	gnl|FlyBase|CG32775-RA
DmelILC-00632	gnl|FlyBase|CG3665-RG
DmelILC-00634	gnl|FlyBase|CG43288-RA
DmelILC-00636	gnl|FlyBase|CG15571-RA
DmelILC-00637	gnl|FlyBase|CG15570-RA
DmelILC-00639	gnl|FlyBase|CG15573-RB
DmelILC-00640	gnl|FlyBase|CG32774-RB
DmelILC-00641	gnl|FlyBase|CG43134-RA
DmelILC-00642	gnl|FlyBase|CG43135-RA
DmelILC-00644	gnl|FlyBase|CG15576-RB
DmelILC-00646	gnl|FlyBase|CG12691-RA
DmelILC-00648	gnl|FlyBase|CG15572-RA
DmelILC-00651	gnl|FlyBase|CG15577-RA
DmelILC-00652	gnl|FlyBase|CG15578-RA
DmelILC-00654	gnl|FlyBase|CG12692-RB
DmelILC-00656	gnl|FlyBase|CG15579-RA
DmelILC-00658	gnl|FlyBase|CG3697-RA
DmelILC-00659	gnl|FlyBase|CG2982-RB
DmelILC-00660	gnl|FlyBase|CG3712-RA
DmelILC-00661	gnl|FlyBase|CG3620-RA
DmelILC-00662	gnl|FlyBase|CG12693-RB
DmelILC-00665	gnl|FlyBase|CG3626-RA
DmelILC-00672	gnl|FlyBase|CG12688-RB
DmelILC-00675	gnl|FlyBase|CG3578-RF
DmelILC-00676	gnl|FlyBase|CG3556-RA
DmelILC-00677	gnl|FlyBase|CG11427-RA
DmelILC-00678	gnl|FlyBase|CG3564-RA
DmelILC-00679	gnl|FlyBase|CG3568-RA
DmelILC-00680	gnl|FlyBase|CG17592-RB
DmelILC-00681	gnl|FlyBase|CG15912-RA
DmelILC-00682	gnl|FlyBase|CG11436-RA
DmelILC-00683	gnl|FlyBase|CG3527-RA
DmelILC-00684	gnl|FlyBase|CG11444-RA
DmelILC-00685	gnl|FlyBase|CG3546-RA
DmelILC-00686	gnl|FlyBase|CG12684-RA
DmelILC-00688	gnl|FlyBase|CG12212-RA
DmelILC-00689	gnl|FlyBase|CG12184-RB
DmelILC-00690	gnl|FlyBase|CG12179-RC
DmelILC-00691	gnl|FlyBase|CG3346-RA
DmelILC-00692	gnl|FlyBase|CG3081-RA
DmelILC-00693	gnl|FlyBase|CG3062-RA
DmelILC-00694	gnl|FlyBase|CG3052-RB
DmelILC-00695	gnl|FlyBase|CG7038-RA
DmelILC-00696	gnl|FlyBase|CG3024-RA
DmelILC-00697	gnl|FlyBase|CG7035-RA
DmelILC-00698	gnl|FlyBase|CG15473-RA
DmelILC-00699	gnl|FlyBase|CG3009-RA
DmelILC-00700	gnl|FlyBase|CG3000-RA
DmelILC-00701	gnl|FlyBase|CG2984-RA
DmelILC-00702	gnl|FlyBase|CG6998-RF
DmelILC-00703	gnl|FlyBase|CG7010-RC
DmelILC-00704	gnl|FlyBase|CG7024-RA
DmelILC-00705	gnl|FlyBase|CG6986-RA
DmelILC-00707	gnl|FlyBase|CG15472-RA
DmelILC-00708	gnl|FlyBase|CG2932-RA
DmelILC-00711	gnl|FlyBase|CG2871-RA
DmelILC-00713	gnl|FlyBase|CG15471-RB
DmelILC-00714	gnl|FlyBase|CG6978-RA
DmelILC-00716	gnl|FlyBase|CG2861-RA
DmelILC-00719	gnl|FlyBase|CG12682-RA
DmelILC-00721	gnl|FlyBase|CG42594-RC
DmelILC-00723	gnl|FlyBase|CG12681-RA
DmelILC-00724	gnl|FlyBase|CG6927-RA
DmelILC-00725	gnl|FlyBase|CG32772-RC
DmelILC-00726	gnl|FlyBase|CG4041-RB
DmelILC-00727	gnl|FlyBase|CG6903-RA
