Species	IntronPos	MrnaAcc	Length	GCContent	GCSkew	NContent	Context
Agam	NC_004818.2_198247-198311+	gnl|WGS:AAAB|AGAP000015-RA	65	0.492	-0.062	0.000	cds
Agam	NC_004818.2_199019-199100+	gnl|WGS:AAAB|AGAP000015-RA	82	0.390	0.062	0.000	cds
Agam	NC_004818.2_199295-199354+	gnl|WGS:AAAB|AGAP000015-RA	60	0.400	-0.083	0.000	cds
Agam	NC_004818.2_199463-199531+	gnl|WGS:AAAB|AGAP000015-RA	69	0.391	0.333	0.000	cds
Agam	NC_004818.2_200158-200237+	gnl|WGS:AAAB|AGAP000015-RA	80	0.512	0.122	0.000	cds
Agam	NC_004818.2_200384-200535+	gnl|WGS:AAAB|AGAP000015-RA	152	0.487	-0.297	0.000	cds
Agam	NC_004818.2_200596-201131+	gnl|WGS:AAAB|AGAP000015-RA	536	0.401	-0.163	0.000	cds
Agam	NC_004818.2_204556-205647+	gnl|WGS:AAAB|AGAP000016-RA	1092	0.389	0.002	0.000	cds
Agam	NC_004818.2_205814-205906+	gnl|WGS:AAAB|AGAP000016-RA	93	0.441	-0.171	0.000	cds
Agam	NC_004818.2_213060-214266+	gnl|WGS:AAAB|AGAP000017-RA	1207	0.452	0.018	0.000	cds
Agam	NC_004818.2_214771-214846+	gnl|WGS:AAAB|AGAP000017-RA	76	0.487	-0.081	0.000	cds
Agam	NC_004818.2_214969-215063+	gnl|WGS:AAAB|AGAP000017-RA	95	0.442	-0.190	0.000	cds
Agam	NC_004818.2_215311-215387+	gnl|WGS:AAAB|AGAP000017-RA	77	0.455	-0.086	0.000	cds
Agam	NC_004818.2_215535-215621+	gnl|WGS:AAAB|AGAP000017-RA	87	0.494	-0.442	0.000	cds
Agam	NC_004818.2_215945-216428+	gnl|WGS:AAAB|AGAP000017-RA	484	0.370	-0.151	0.000	cds
Agam	NC_004818.2_216581-216786+	gnl|WGS:AAAB|AGAP000017-RA	206	0.393	-0.210	0.000	cds
Agam	NC_004818.2_216918-216972+	gnl|WGS:AAAB|AGAP000017-RA	55	0.418	-0.043	0.000	cds
Agam	NC_004818.2_217114-217246+	gnl|WGS:AAAB|AGAP000017-RA	133	0.391	0.038	0.000	cds
Agam	NC_004818.2_217384-217446+	gnl|WGS:AAAB|AGAP000017-RA	63	0.270	0.294	0.000	cds
Agam	NC_004818.2_217515-217583+	gnl|WGS:AAAB|AGAP000017-RA	69	0.464	-0.062	0.000	cds
Agam	NC_004818.2_217728-218964+	gnl|WGS:AAAB|AGAP000017-RA	1237	0.377	0.064	0.000	cds
Agam	NC_004818.2_219557-219650+	gnl|WGS:AAAB|AGAP000017-RA	94	0.394	-0.081	0.000	cds
Agam	NC_004818.2_222718-222881+	gnl|WGS:AAAB|AGAP000017-RA	164	0.512	-0.238	0.000	cds
Agam	NC_004818.2_223039-224555+	gnl|WGS:AAAB|AGAP000017-RA	1517	0.376	-0.154	0.000	cds
Agam	NC_004818.2_225427-225688+	gnl|WGS:AAAB|AGAP000017-RA	262	0.408	-0.140	0.000	cds
Agam	NC_004818.2_225757-225960+	gnl|WGS:AAAB|AGAP000017-RA	204	0.309	0.143	0.000	cds
Agam	NC_004818.2_226033-226093+	gnl|WGS:AAAB|AGAP000017-RA	61	0.443	-0.556	0.000	cds
Agam	NC_004818.2_226204-228923+	gnl|WGS:AAAB|AGAP000017-RA	2720	0.391	-0.089	0.000	cds
Agam	NC_004818.2_231865-231944+	gnl|WGS:AAAB|AGAP000017-RA	80	0.425	-0.118	0.000	cds
Agam	NC_004818.2_232286-232493+	gnl|WGS:AAAB|AGAP000017-RA	208	0.438	-0.165	0.000	cds
Agam	NC_004818.2_232591-232674+	gnl|WGS:AAAB|AGAP000017-RA	84	0.333	-0.357	0.000	cds
Agam	NC_004818.2_232872-232954+	gnl|WGS:AAAB|AGAP000017-RA	83	0.482	-0.150	0.000	cds
Agam	NC_004818.2_233107-233172+	gnl|WGS:AAAB|AGAP000017-RA	66	0.424	-0.286	0.000	cds
Agam	NC_004818.2_246252-248555+	gnl|WGS:AAAB|AGAP000018-RA	2304	0.388	0.117	0.000	cds
Agam	NC_004818.2_251433-251499+	gnl|WGS:AAAB|AGAP000018-RA	67	0.358	0.083	0.000	cds
Agam	NC_004818.2_251620-251681+	gnl|WGS:AAAB|AGAP000018-RA	62	0.516	-0.062	0.000	cds
Agam	NC_004818.2_284463-284522+	gnl|WGS:AAAB|AGAP000019-RA	60	0.417	0.040	0.000	cds
Agam	NC_004818.2_285431-285507+	gnl|WGS:AAAB|AGAP000019-RA	77	0.442	0.059	0.000	cds
Agam	NC_004818.2_286310-286382+	gnl|WGS:AAAB|AGAP000019-RA	73	0.397	0.379	0.000	cds
Agam	NC_004818.2_286445-286563+	gnl|WGS:AAAB|AGAP000019-RA	119	0.412	0.429	0.000	cds
Agam	NC_004818.2_287189-287327+	gnl|WGS:AAAB|AGAP000019-RA	139	0.417	-0.034	0.000	cds
Agam	NC_004818.2_287687-287761+	gnl|WGS:AAAB|AGAP000019-RA	75	0.373	-0.357	0.000	cds
Agam	NC_004818.2_287877-287944+	gnl|WGS:AAAB|AGAP000019-RA	68	0.456	0.032	0.000	cds
Agam	NC_004818.2_288505-288575+	gnl|WGS:AAAB|AGAP000019-RA	71	0.437	-0.355	0.000	cds
Agam	NC_004818.2_291521-291601+	gnl|WGS:AAAB|AGAP000020-RA	81	0.469	-0.158	0.000	cds
Agam	NC_004818.2_292959-293484+	gnl|WGS:AAAB|AGAP000020-RA	526	0.329	0.145	0.000	cds
Agam	NC_004818.2_293802-293896+	gnl|WGS:AAAB|AGAP000020-RA	95	0.368	-0.086	0.000	cds
Agam	NC_004818.2_294741-294823+	gnl|WGS:AAAB|AGAP000020-RA	83	0.458	-0.263	0.000	cds
Agam	NC_004818.2_295369-295422+	gnl|WGS:AAAB|AGAP000020-RA	54	0.407	0.273	0.000	cds
Agam	NC_004818.2_295550-296224+	gnl|WGS:AAAB|AGAP000020-RA	675	0.345	0.039	0.000	cds
Agam	NC_004818.2_297221-297289+	gnl|WGS:AAAB|AGAP000020-RA	69	0.536	-0.081	0.000	cds
Agam	NC_004818.2_297452-297537+	gnl|WGS:AAAB|AGAP000020-RA	86	0.349	0.067	0.000	cds
Agam	NC_004818.2_297977-298046+	gnl|WGS:AAAB|AGAP000020-RA	70	0.471	0.152	0.000	cds
Agam	NC_004818.2_298813-298900+	gnl|WGS:AAAB|AGAP000020-RA	88	0.432	0.000	0.000	cds
Agam	NC_004818.2_305374-305427+	gnl|WGS:AAAB|AGAP013504-RA	54	0.278	-0.067	0.000	cds
Agam	NC_004818.2_305810-305881+	gnl|WGS:AAAB|AGAP013504-RA	72	0.431	-0.032	0.000	cds
Agam	NC_004818.2_309445-309522-	gnl|WGS:AAAB|AGAP000022-RA	78	0.462	-0.389	0.000	cds
Agam	NC_004818.2_309679-309965-	gnl|WGS:AAAB|AGAP000022-RA	287	0.383	-0.327	0.000	cds
Agam	NC_004818.2_310935-311481-	gnl|WGS:AAAB|AGAP000022-RA	547	0.435	0.000	0.000	cds
Agam	NC_004818.2_311838-312069-	gnl|WGS:AAAB|AGAP000022-RA	232	0.522	-0.058	0.000	cds
Agam	NC_004818.2_312294-312832-	gnl|WGS:AAAB|AGAP000022-RA	539	0.479	-0.101	0.000	cds
Agam	NC_004818.2_314738-314830+	gnl|WGS:AAAB|AGAP000021-RA	93	0.538	-0.360	0.000	cds
Agam	NC_004818.2_315130-315200+	gnl|WGS:AAAB|AGAP000021-RA	71	0.549	0.487	0.000	cds
Agam	NC_004818.2_320663-320753-	gnl|WGS:AAAB|AGAP000023-RA	91	0.451	-0.415	0.000	cds
Agam	NC_004818.2_320875-320969-	gnl|WGS:AAAB|AGAP000023-RA	95	0.484	0.087	0.000	cds
Agam	NC_004818.2_321205-321283-	gnl|WGS:AAAB|AGAP000023-RA	79	0.481	-0.421	0.000	cds
Agam	NC_004818.2_321383-321776-	gnl|WGS:AAAB|AGAP000023-RA	394	0.472	-0.086	0.000	cds
Agam	NC_004818.2_321881-321972-	gnl|WGS:AAAB|AGAP000023-RA	92	0.391	0.056	0.000	cds
Agam	NC_004818.2_322067-322930-	gnl|WGS:AAAB|AGAP000023-RA	864	0.385	0.051	0.000	cds
Agam	NC_004818.2_331613-331951-	gnl|WGS:AAAB|AGAP000025-RA	339	0.286	0.134	0.000	cds
Agam	NC_004818.2_335531-335646-	gnl|WGS:AAAB|AGAP000025-RA	116	0.474	-0.018	0.000	cds
Agam	NC_004818.2_335836-335938-	gnl|WGS:AAAB|AGAP000025-RA	103	0.476	0.347	0.000	cds
Agam	NC_004818.2_357496-361614+	gnl|WGS:AAAB|AGAP000028-RA	4119	0.476	0.037	0.000	5putr
Agam	NC_004818.2_380047-380122-	gnl|WGS:AAAB|AGAP000029-RA	76	0.526	-0.400	0.000	cds
Agam	NC_004818.2_380426-380541-	gnl|WGS:AAAB|AGAP000029-RA	116	0.414	-0.500	0.000	cds
Agam	NC_004818.2_380833-380923-	gnl|WGS:AAAB|AGAP000029-RA	91	0.440	-0.100	0.000	cds
Agam	NC_004818.2_381281-381385-	gnl|WGS:AAAB|AGAP000029-RA	105	0.438	0.174	0.000	cds
Agam	NC_004818.2_381780-381908-	gnl|WGS:AAAB|AGAP000029-RA	129	0.341	0.136	0.000	cds
Agam	NC_004818.2_382307-382399-	gnl|WGS:AAAB|AGAP000029-RA	93	0.473	-0.045	0.000	cds
Agam	NC_004818.2_382631-382764-	gnl|WGS:AAAB|AGAP000029-RA	134	0.358	-0.042	0.000	cds
Agam	NC_004818.2_382996-383096-	gnl|WGS:AAAB|AGAP000029-RA	101	0.446	0.422	0.000	cds
Agam	NC_004818.2_384040-384140-	gnl|WGS:AAAB|AGAP000029-RA	101	0.455	0.087	0.000	cds
Agam	NC_004818.2_384222-385034-	gnl|WGS:AAAB|AGAP000029-RA	813	0.435	-0.282	0.000	cds
Agam	NC_004818.2_385193-385273-	gnl|WGS:AAAB|AGAP000029-RA	81	0.531	-0.302	0.000	cds
Agam	NC_004818.2_385564-385638-	gnl|WGS:AAAB|AGAP000029-RA	75	0.387	-0.034	0.000	cds
Agam	NC_004818.2_409062-415344+	gnl|WGS:AAAB|AGAP000032-RA	6283	0.512	0.047	0.000	cds
Agam	NC_004818.2_415467-416786+	gnl|WGS:AAAB|AGAP000032-RA	1320	0.473	-0.131	0.000	cds
Agam	NC_004818.2_416885-416966+	gnl|WGS:AAAB|AGAP000032-RA	82	0.463	0.105	0.000	cds
Agam	NC_004818.2_417097-417228+	gnl|WGS:AAAB|AGAP000032-RA	132	0.432	-0.404	0.000	cds
Agam	NC_004818.2_417291-417395+	gnl|WGS:AAAB|AGAP000032-RA	105	0.505	-0.019	0.000	cds
Agam	NC_004818.2_417445-418730+	gnl|WGS:AAAB|AGAP000032-RA	1286	0.440	-0.011	0.000	cds
Agam	NC_004818.2_418806-421013+	gnl|WGS:AAAB|AGAP000032-RA	2208	0.439	-0.176	0.000	cds
Agam	NC_004818.2_424787-424873+	gnl|WGS:AAAB|AGAP000032-RA	87	0.563	0.143	0.000	cds
Agam	NC_004818.2_432574-433914+	gnl|WGS:AAAB|AGAP000033-RA	1341	0.471	-0.165	0.000	cds
Agam	NC_004818.2_434690-434772+	gnl|WGS:AAAB|AGAP000033-RA	83	0.506	0.333	0.000	cds
Agam	NC_004818.2_435207-435716+	gnl|WGS:AAAB|AGAP000033-RA	510	0.473	-0.071	0.000	cds
Agam	NC_004818.2_435793-436614+	gnl|WGS:AAAB|AGAP000033-RA	822	0.398	-0.040	0.000	cds
Agam	NC_004818.2_438851-438961+	gnl|WGS:AAAB|AGAP000033-RA	111	0.450	0.000	0.000	cds
Agam	NC_004818.2_445102-445175-	gnl|WGS:AAAB|AGAP000035-RA	74	0.419	-0.419	0.000	cds
Agam	NC_004818.2_445446-445518-	gnl|WGS:AAAB|AGAP000035-RA	73	0.438	-0.125	0.000	cds
Agam	NC_004818.2_451519-451600-	gnl|WGS:AAAB|AGAP000035-RA	82	0.439	-0.167	0.000	cds
Agam	NC_004818.2_451725-451802-	gnl|WGS:AAAB|AGAP000035-RA	78	0.436	0.412	0.000	cds
Agam	NC_004818.2_452634-452766-	gnl|WGS:AAAB|AGAP000035-RA	133	0.459	-0.574	0.000	cds
Agam	NC_004818.2_461276-462739+	gnl|WGS:AAAB|AGAP000037-RA	1464	0.525	0.057	0.000	cds
Agam	NC_004818.2_463749-464734+	gnl|WGS:AAAB|AGAP000037-RA	986	0.515	0.012	0.000	cds
Agam	NC_004818.2_465186-465644+	gnl|WGS:AAAB|AGAP000037-RA	459	0.447	0.122	0.000	cds
Agam	NC_004818.2_465770-465856+	gnl|WGS:AAAB|AGAP000037-RA	87	0.517	-0.200	0.000	cds
Agam	NC_004818.2_468000-468090+	gnl|WGS:AAAB|AGAP000037-RA	91	0.527	0.042	0.000	cds
Agam	NC_004818.2_468388-468481+	gnl|WGS:AAAB|AGAP000037-RA	94	0.606	-0.298	0.000	cds
Agam	NC_004818.2_469136-470275+	gnl|WGS:AAAB|AGAP000037-RA	1140	0.396	-0.031	0.000	cds
Agam	NC_004818.2_471354-472038+	gnl|WGS:AAAB|AGAP000037-RA	685	0.447	0.007	0.000	cds
Agam	NC_004818.2_472212-472296+	gnl|WGS:AAAB|AGAP000037-RA	85	0.494	-0.286	0.000	cds
Agam	NC_004818.2_481765-481838-	gnl|WGS:AAAB|AGAP000038-RA	74	0.541	-0.250	0.000	cds
Agam	NC_004818.2_482055-482134-	gnl|WGS:AAAB|AGAP000038-RA	80	0.350	0.214	0.000	cds
Agam	NC_004818.2_482523-482599-	gnl|WGS:AAAB|AGAP000038-RA	77	0.610	-0.234	0.000	cds
Agam	NC_004818.2_482716-482793-	gnl|WGS:AAAB|AGAP000038-RA	78	0.551	0.023	0.000	cds
Agam	NC_004818.2_483161-483235-	gnl|WGS:AAAB|AGAP000038-RA	75	0.467	-0.200	0.000	cds
Agam	NC_004818.2_483304-483430-	gnl|WGS:AAAB|AGAP000038-RA	127	0.512	-0.292	0.000	cds
Agam	NC_004818.2_494453-494540+	gnl|WGS:AAAB|AGAP000039-RA	88	0.398	0.200	0.000	cds
Agam	NC_004818.2_494609-494708+	gnl|WGS:AAAB|AGAP000039-RA	100	0.420	-0.048	0.000	cds
Agam	NC_004818.2_495462-495534+	gnl|WGS:AAAB|AGAP000039-RA	73	0.507	-0.081	0.000	cds
Agam	NC_004818.2_495872-495940+	gnl|WGS:AAAB|AGAP000039-RA	69	0.536	0.081	0.000	cds
Agam	NC_004818.2_503387-504450+	gnl|WGS:AAAB|AGAP000040-RA	1064	0.534	0.077	0.000	5putr
Agam	NC_004818.2_504824-507378+	gnl|WGS:AAAB|AGAP000040-RA	2555	0.476	0.007	0.000	cds
Agam	NC_004818.2_507499-508165+	gnl|WGS:AAAB|AGAP000040-RA	667	0.321	-0.607	0.000	cds
Agam	NC_004818.2_508604-508666+	gnl|WGS:AAAB|AGAP000040-RA	63	0.540	0.000	0.000	cds
Agam	NC_004818.2_508774-508871+	gnl|WGS:AAAB|AGAP000040-RA	98	0.541	-0.321	0.000	cds
Agam	NC_004818.2_509701-509777+	gnl|WGS:AAAB|AGAP000040-RA	77	0.403	0.032	0.000	cds
Agam	NC_004818.2_512255-512362-	gnl|WGS:AAAB|AGAP000041-RA	108	0.491	-0.019	0.000	cds
Agam	NC_004818.2_512831-516691-	gnl|WGS:AAAB|AGAP000041-RA	3861	0.487	0.048	0.000	cds
Agam	NC_004818.2_528435-528514-	gnl|WGS:AAAB|AGAP000042-RA	80	0.350	0.143	0.000	cds
Agam	NC_004818.2_533160-533303-	gnl|WGS:AAAB|AGAP000042-RA	144	0.722	0.308	0.000	cds
Agam	NC_004818.2_533804-533885-	gnl|WGS:AAAB|AGAP000042-RA	82	0.390	0.375	0.000	cds
Agam	NC_004818.2_612733-613040+	gnl|WGS:AAAB|AGAP000043-RA	308	0.669	-0.145	0.195	cds
Agam	NC_004818.2_613379-613501+	gnl|WGS:AAAB|AGAP000043-RA	123	0.447	-0.164	0.000	cds
Agam	NC_004818.2_613998-614075+	gnl|WGS:AAAB|AGAP000043-RA	78	0.551	0.349	0.000	cds
Agam	NC_004818.2_614255-614330+	gnl|WGS:AAAB|AGAP000043-RA	76	0.500	0.105	0.000	cds
Agam	NC_004818.2_614524-614616+	gnl|WGS:AAAB|AGAP000043-RA	93	0.548	-0.098	0.000	cds
Agam	NC_004818.2_614823-615239+	gnl|WGS:AAAB|AGAP000043-RA	417	0.482	-0.035	0.000	cds
Agam	NC_004818.2_615460-615550+	gnl|WGS:AAAB|AGAP000043-RA	91	0.484	-0.318	0.000	cds
Agam	NC_004818.2_626736-626943+	gnl|WGS:AAAB|AGAP000044-RA	208	0.615	-0.344	0.000	cds
Agam	NC_004818.2_697138-714917+	gnl|WGS:AAAB|AGAP000045-RA	17780	0.493	0.001	0.045	cds
Agam	NC_004818.2_715155-716491+	gnl|WGS:AAAB|AGAP000045-RA	1337	0.562	-0.112	0.000	cds
Agam	NC_004818.2_716736-734672+	gnl|WGS:AAAB|AGAP000045-RA	17937	0.489	-0.107	0.000	cds
Agam	NC_004818.2_741736-741814-	gnl|WGS:AAAB|AGAP000046-RA	79	0.481	0.000	0.000	cds
Agam	NC_004818.2_742265-744376-	gnl|WGS:AAAB|AGAP000046-RA	2112	0.397	0.007	0.000	cds
Agam	NC_004818.2_753779-754353-	gnl|WGS:AAAB|AGAP000047-RA	575	0.322	-0.330	0.000	cds
Agam	NC_004818.2_780589-780688-	gnl|WGS:AAAB|AGAP000048-RA	100	0.350	0.200	0.000	cds
Agam	NC_004818.2_781963-782030-	gnl|WGS:AAAB|AGAP000048-RA	68	0.588	-0.100	0.000	cds
Agam	NC_004818.2_782192-783677-	gnl|WGS:AAAB|AGAP000048-RA	1486	0.390	-0.021	0.000	cds
Agam	NC_004818.2_785666-786170-	gnl|WGS:AAAB|AGAP000048-RA	505	0.786	0.212	0.917	cds
Agam	NC_004818.2_792529-793589-	gnl|WGS:AAAB|AGAP012954-RA	1061	0.360	-0.152	0.000	cds
Agam	NC_004818.2_804300-805124+	gnl|WGS:AAAB|AGAP000049-RA	825	0.421	0.193	0.000	cds
Agam	NC_004818.2_805314-805384+	gnl|WGS:AAAB|AGAP000049-RA	71	0.437	-0.032	0.000	cds
Agam	NC_004818.2_805461-808302+	gnl|WGS:AAAB|AGAP000049-RA	2842	0.448	-0.105	0.000	cds
Agam	NC_004818.2_808456-808524+	gnl|WGS:AAAB|AGAP000049-RA	69	0.507	0.314	0.000	cds
Agam	NC_004818.2_838211-838238+	gnl|WGS:AAAB|AGAP000051-RA	28	0.500	-0.143	0.000	cds
Agam	NC_004818.2_838392-838473+	gnl|WGS:AAAB|AGAP000051-RA	82	0.476	0.385	0.000	cds
Agam	NC_004818.2_838648-838725+	gnl|WGS:AAAB|AGAP000051-RA	78	0.538	-0.238	0.000	cds
Agam	NC_004818.2_840220-840298+	gnl|WGS:AAAB|AGAP000051-RA	79	0.443	0.200	0.000	cds
Agam	NC_004818.2_840578-840655+	gnl|WGS:AAAB|AGAP000051-RA	78	0.423	0.273	0.000	cds
Agam	NC_004818.2_840753-840838+	gnl|WGS:AAAB|AGAP000051-RA	86	0.384	0.091	0.000	cds
Agam	NC_004818.2_843712-843778-	gnl|WGS:AAAB|AGAP000053-RA	67	0.478	0.062	0.000	cds
Agam	NC_004818.2_850663-863181+	gnl|WGS:AAAB|AGAP000054-RA	12519	0.466	0.004	0.008	cds
Agam	NC_004818.2_863300-863433+	gnl|WGS:AAAB|AGAP000054-RA	134	0.522	-0.229	0.000	cds
Agam	NC_004818.2_863603-864518+	gnl|WGS:AAAB|AGAP000054-RA	916	0.491	0.009	0.000	cds
Agam	NC_004818.2_865860-865949+	gnl|WGS:AAAB|AGAP000054-RA	90	0.400	-0.222	0.000	cds
Agam	NC_004818.2_866097-870392+	gnl|WGS:AAAB|AGAP000054-RA	4296	0.493	-0.026	0.000	cds
Agam	NC_004818.2_870719-872834+	gnl|WGS:AAAB|AGAP000054-RA	2116	0.465	0.055	0.000	cds
Agam	NC_004818.2_873032-873113+	gnl|WGS:AAAB|AGAP000054-RA	82	0.561	0.000	0.000	cds
Agam	NC_004818.2_873660-873735+	gnl|WGS:AAAB|AGAP000054-RA	76	0.421	0.188	0.000	cds
Agam	NC_004818.2_873935-876685+	gnl|WGS:AAAB|AGAP000054-RA	2751	0.503	-0.234	0.007	cds
Agam	NC_004818.2_876901-878278+	gnl|WGS:AAAB|AGAP000054-RA	1378	0.457	-0.235	0.000	cds
Agam	NC_004818.2_878390-878469+	gnl|WGS:AAAB|AGAP000054-RA	80	0.362	0.379	0.000	cds
Agam	NC_004818.2_878650-879552+	gnl|WGS:AAAB|AGAP000054-RA	903	0.455	-0.105	0.000	cds
Agam	NC_004818.2_879917-879994+	gnl|WGS:AAAB|AGAP000054-RA	78	0.423	0.030	0.000	cds
