Species	Accession	Length	GCContent	GCSkew	NContent	ExonCount	IntronCount	5pUTRlen	3pUTRlen
Dpul	NCBI_GNO_0100093	6673	0.368	0.006	0.508	9	8	0	332
Dpul	SNAP_00000130	8810	0.430	0.057	0.000	13	12	0	0
Dpul	SNAP_00000131	810	0.448	0.008	0.000	4	3	0	0
Dpul	PASA_GEN_0100291	4879	0.432	-0.061	0.000	9	8	0	1202
Dpul	SNAP_00000133	2320	0.389	0.021	0.000	12	11	0	0
Dpul	SNAP_00000134	2391	0.414	-0.067	0.000	10	9	0	0
Dpul	estExt_Genewise1Plus.C_10161	2869	0.388	-0.024	0.000	13	12	106	116
Dpul	e_gw1.1.586.1	4010	0.407	-0.050	0.284	9	8	0	0
Dpul	PASA_GEN_0100037	1909	0.393	0.020	0.000	8	7	57	65
Dpul	e_gw1.1.253.1	4528	0.488	0.023	0.000	3	2	0	0
Dpul	SNAP_00000148	1443	0.427	-0.023	0.000	4	3	0	0
Dpul	SNAP_00000149	400	0.425	0.012	0.000	2	1	0	0
Dpul	NCBI_GNO_0100105	846	0.430	0.000	0.000	4	3	224	96
Dpul	fgenesh1_pg.C_scaffold_1000133	3239	0.437	-0.021	0.240	6	5	0	0
Dpul	SNAP_00000153	3675	0.454	-0.088	0.633	5	4	0	0
Dpul	SNAP_00000154	2574	0.379	0.061	0.345	6	5	0	0
Dpul	PASA_GEN_0100298	11398	0.450	-0.017	0.000	5	4	0	70
Dpul	PASA_GEN_0100038	946	0.337	0.103	0.000	4	3	21	187
Dpul	estExt_fgenesh1_pg.C_10137	4168	0.379	0.017	0.000	9	8	130	465
Dpul	SNAP_00000164	762	0.471	-0.159	0.000	2	1	0	0
Dpul	gw1.1.390.1	13147	0.457	-0.017	0.000	10	9	0	0
Dpul	PASA_GEN_0100039	509	0.391	0.005	0.000	1	0	118	163
Dpul	PASA_GEN_0100040	787	0.360	0.173	0.000	3	2	96	215
Dpul	PASA_GEN_0100300	2958	0.369	0.021	0.000	11	10	173	0
Dpul	PASA_GEN_0100301	6892	0.391	0.039	0.000	19	18	0	520
Dpul	e_gw1.1.487.1	2636	0.449	-0.041	0.000	9	8	0	0
Dpul	PASA_GEN_0100302	5087	0.394	0.064	0.000	14	13	0	826
Dpul	NCBI_GNO_0100121	1704	0.360	0.042	0.000	5	4	0	35
Dpul	fgenesh1_pg.C_scaffold_1000150	631	0.325	0.063	0.000	3	2	0	0
Dpul	e_gw1.1.298.1	493	0.369	0.121	0.000	2	1	0	0
Dpul	e_gw1.1.531.1	1754	0.569	-0.052	0.000	3	2	0	0
Dpul	estExt_fgenesh1_pg.C_10153	3928	0.400	0.058	0.000	9	8	67	0
Dpul	PASA_GEN_0100045	1086	0.334	0.036	0.000	4	3	132	214
Dpul	PASA_GEN_0100046	1981	0.366	0.055	0.000	9	8	102	92
Dpul	estExt_fgenesh1_kg.C_10017	649	0.365	-0.055	0.000	2	1	147	42
Dpul	PASA_GEN_0100049	972	0.336	-0.028	0.000	4	3	41	112
Dpul	estExt_Genewise1Plus.C_10218	2498	0.358	-0.012	0.000	9	8	30	810
Dpul	SNAP_00000186	650	0.340	0.104	0.000	3	2	0	0
Dpul	NCBI_GNO_0100132	2659	0.372	0.052	0.000	13	12	0	10
Dpul	PASA_GEN_0100051	2114	0.375	-0.082	0.000	11	10	42	199
Dpul	estExt_fgenesh1_kg.C_10018	14387	0.418	-0.062	0.000	10	9	162	1625
Dpul	e_gw1.1.503.1	1248	0.632	-0.072	0.000	1	0	0	0
Dpul	SNAP_00000208	8750	0.439	-0.056	0.000	7	6	0	0
Dpul	estExt_Genewise1Plus.C_10232	2236	0.356	-0.054	0.000	7	6	107	264
Dpul	SNAP_00000211	1633	0.431	0.017	0.000	7	6	0	0
Dpul	SNAP_00000212	3480	0.451	-0.019	0.000	11	10	0	0
Dpul	PASA_GEN_0100054	7414	0.426	-0.050	0.000	3	2	597	139
Dpul	gw1.1.750.1	399	0.491	-0.020	0.000	2	1	0	0
Dpul	SNAP_00000220	3569	0.447	-0.027	0.000	3	2	0	0
Dpul	PASA_GEN_0100315	3416	0.399	-0.021	0.000	10	9	0	495
Dpul	SNAP_00000222	993	0.497	-0.061	0.000	3	2	0	0
Dpul	NCBI_GNO_0100140	462	0.452	0.005	0.000	2	1	0	0
Dpul	NCBI_GNO_0100141	1067	0.450	0.021	0.000	4	3	0	0
Dpul	SNAP_00000225	729	0.492	-0.047	0.000	3	2	0	0
Dpul	e_gw1.1.254.1	1517	0.413	-0.018	0.000	4	3	0	0
Dpul	e_gw1.1.911.1	1095	0.363	0.131	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_1000176	1514	0.357	0.017	0.000	7	6	0	0
Dpul	e_gw1.1.134.1	1182	0.353	0.079	0.000	5	4	0	0
Dpul	PASA_GEN_0100319	2693	0.398	0.116	0.000	8	7	129	182
Dpul	PASA_GEN_0100058	2906	0.390	0.119	0.000	5	4	147	66
Dpul	e_gw1.1.979.1	525	0.356	0.134	0.000	2	1	0	0
Dpul	NCBI_GNO_0100151	1678	0.387	0.000	0.000	4	3	0	58
Dpul	NCBI_GNO_0100152	5217	0.395	0.014	0.000	13	12	117	166
Dpul	fgenesh1_pg.C_scaffold_1000182	1132	0.395	0.002	0.000	5	4	0	0
Dpul	NCBI_GNO_0100154	1319	0.395	-0.017	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_1000184	3144	0.436	0.001	0.000	7	6	0	0
Dpul	PASA_GEN_0100322	5939	0.442	-0.030	0.000	11	10	27	1642
Dpul	SNAP_00000245	5030	0.474	-0.010	0.000	7	6	0	0
Dpul	NCBI_GNO_0100158	3845	0.411	-0.012	0.000	17	16	0	0
Dpul	PASA_GEN_0100060	1907	0.384	-0.042	0.000	5	4	125	275
Dpul	estExt_fgenesh1_pg.C_10191	4860	0.383	-0.056	0.000	12	11	0	1
Dpul	PASA_GEN_0100325	1632	0.395	-0.014	0.000	3	2	75	93
Dpul	SNAP_00000250	17332	0.457	-0.013	0.887	7	6	0	0
Dpul	e_gw1.1.423.1	1965	0.449	-0.016	0.000	1	0	0	0
Dpul	PASA_GEN_0100061	1705	0.376	0.055	0.000	5	4	107	632
Dpul	SNAP_00000253	1502	0.437	-0.052	0.000	5	4	0	0
Dpul	SNAP_00000254	2151	0.354	0.113	0.000	9	8	0	0
Dpul	SNAP_00000255	2383	0.421	0.089	0.000	8	7	0	0
Dpul	NCBI_GNO_0100167	885	0.478	-0.149	0.000	2	1	0	0
Dpul	estExt_fgenesh1_pg.C_10201	3501	0.454	-0.068	0.000	2	1	0	456
Dpul	SNAP_00000262	15348	0.431	0.002	0.000	12	11	0	0
Dpul	PASA_GEN_0100326	2360	0.424	-0.098	0.000	3	2	81	254
Dpul	estExt_fgenesh1_pg.C_10204	1874	0.340	0.009	0.000	8	7	66	650
Dpul	NCBI_GNO_0100172	3184	0.389	-0.031	0.000	11	10	0	181
Dpul	NCBI_GNO_0100173	2921	0.374	-0.063	0.000	11	10	0	85
Dpul	estExt_fgenesh1_pg.C_10207	3927	0.376	0.018	0.000	15	14	113	0
Dpul	PASA_GEN_0100067	1761	0.343	-0.020	0.000	6	5	216	187
Dpul	estExt_fgenesh1_pg.C_10209	1556	0.457	0.013	0.000	3	2	11	149
Dpul	fgenesh1_pg.C_scaffold_1000211	756	0.440	-0.045	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_1000212	849	0.496	-0.107	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_1000213	675	0.499	-0.062	0.000	2	1	0	0
Dpul	PASA_GEN_0100068	16769	0.454	-0.014	0.000	12	11	254	602
Dpul	NCBI_GNO_0100181	2501	0.369	0.096	0.000	9	8	0	40
Dpul	e_gw1.1.737.1	909	0.333	0.083	0.000	5	4	0	0
Dpul	e_gw1.1.573.1	1498	0.366	0.020	0.000	6	5	0	0
Dpul	SNAP_00000278	735	0.358	0.095	0.000	4	3	0	0
Dpul	SNAP_00000279	1543	0.341	0.190	0.000	4	3	0	0
Dpul	estExt_fgenesh1_pm.C_10051	5411	0.382	0.039	0.000	22	21	25	102
Dpul	PASA_GEN_0100339	3463	0.415	0.001	0.000	9	8	0	113
Dpul	PASA_GEN_0100071	281	0.374	-0.124	0.000	1	0	62	69
Dpul	e_gw1.1.360.1	12344	0.476	-0.033	0.000	12	11	0	0
Dpul	NCBI_GNO_0100190	4366	0.418	-0.008	0.000	19	18	0	0
Dpul	estExt_Genewise1.C_10311	1807	0.402	0.017	0.000	6	5	89	456
Dpul	NCBI_GNO_0100192	284	0.426	0.091	0.000	2	1	0	0
Dpul	NCBI_GNO_0100193	1927	0.439	0.013	0.000	9	8	0	0
Dpul	SNAP_00000290	815	0.469	-0.031	0.000	2	1	0	0
Dpul	estExt_fgenesh1_pg.C_10226	1577	0.415	-0.043	0.000	8	7	0	117
Dpul	PASA_GEN_0100342	4271	0.421	-0.019	0.000	8	7	249	1710
Dpul	SNAP_00000294	1288	0.457	0.058	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_1000230	386	0.433	-0.054	0.000	2	1	0	0
Dpul	estExt_Genewise1.C_10319	1290	0.398	-0.006	0.000	4	3	117	230
Dpul	PASA_GEN_0100343	1671	0.394	-0.053	0.000	7	6	0	71
Dpul	PASA_GEN_0100344	1736	0.442	-0.055	0.000	6	5	135	0
Dpul	fgenesh1_pg.C_scaffold_1000234	2407	0.426	-0.029	0.000	6	5	0	0
Dpul	fgenesh1_pg.C_scaffold_1000235	1430	0.548	-0.107	0.000	2	1	0	0
Dpul	NCBI_GNO_0100201	2553	0.416	-0.016	0.000	9	8	33	0
Dpul	gw1.1.967.1	489	0.609	-0.027	0.000	1	0	0	0
Dpul	estExt_Genewise1.C_10331	1158	0.377	0.140	0.000	4	3	24	2
Dpul	e_gw1.1.553.1	1713	0.412	-0.007	0.000	9	8	0	0
Dpul	PASA_GEN_0100077	994	0.380	-0.021	0.000	4	3	105	132
Dpul	PASA_GEN_0100347	731	0.349	0.106	0.000	4	3	33	44
Dpul	e_gw1.1.80.1	2174	0.411	-0.009	0.000	9	8	0	0
Dpul	SNAP_00000306	4167	0.394	0.053	0.000	14	13	0	0
Dpul	SNAP_00000307	416	0.312	0.154	0.000	4	3	0	0
Dpul	NCBI_GNO_0100208	661	0.349	0.127	0.076	5	4	0	0
Dpul	estExt_fgenesh1_pg.C_10242	917	0.400	-0.003	0.000	2	1	8	0
Dpul	NCBI_GNO_0100210	4070	0.389	-0.006	0.000	17	16	0	0
Dpul	e_gw1.1.184.1	438	0.489	-0.056	0.000	1	0	0	0
Dpul	estExt_Genewise1Plus.C_10348	2641	0.377	-0.025	0.000	7	6	103	363
Dpul	fgenesh1_pg.C_scaffold_1000248	1629	0.476	-0.062	0.000	3	2	0	0
Dpul	SNAP_00000314	6897	0.447	-0.014	0.000	4	3	0	0
Dpul	SNAP_00000315	1516	0.431	-0.061	0.000	5	4	0	0
Dpul	estExt_Genewise1Plus.C_10351	6308	0.453	-0.005	0.000	9	8	79	0
Dpul	SNAP_00000318	3868	0.392	0.077	0.000	14	13	0	0
Dpul	e_gw1.1.637.1	1835	0.514	-0.094	0.000	6	5	0	0
Dpul	estExt_Genewise1Plus.C_10361	1859	0.410	-0.007	0.000	9	8	0	2
Dpul	PASA_GEN_0100353	2973	0.423	-0.021	0.000	8	7	0	175
Dpul	SNAP_00000336	2506	0.391	0.024	0.000	8	7	0	0
Dpul	SNAP_00000339	5052	0.402	-0.008	0.010	10	9	0	0
Dpul	NCBI_GNO_0100224	294	0.422	-0.145	0.000	2	1	0	0
Dpul	NCBI_GNO_0100225	3330	0.394	0.031	0.000	4	3	0	0
Dpul	NCBI_GNO_0100227	300	0.383	0.026	0.000	2	1	0	0
Dpul	PASA_GEN_0100354	2360	0.375	-0.044	0.000	6	5	0	131
Dpul	estExt_fgenesh1_pm.C_10062	1403	0.350	0.067	0.000	5	4	19	46
Dpul	NCBI_GNO_0100230	2768	0.397	-0.035	0.000	14	13	0	0
Dpul	PASA_GEN_0100355	3473	0.456	-0.017	0.000	6	5	0	699
Dpul	PASA_GEN_0100083	1797	0.360	0.008	0.000	2	1	232	907
Dpul	gw1.1.915.1	979	0.365	0.025	0.000	4	3	0	0
Dpul	SNAP_00000347	440	0.348	0.242	0.000	4	3	0	0
Dpul	gw1.1.140.1	4312	0.445	-0.044	0.000	3	2	0	0
Dpul	NCBI_GNO_0100236	3563	0.366	0.071	0.000	14	13	109	0
Dpul	estExt_Genewise1Plus.C_10373	2853	0.368	0.067	0.000	9	8	36	1347
Dpul	PASA_GEN_0100358	1377	0.394	0.041	0.000	4	3	0	0
Dpul	SNAP_00000356	11915	0.419	0.019	0.000	20	19	0	0
Dpul	estExt_Genewise1.C_10378	2011	0.378	0.024	0.000	7	6	182	99
Dpul	PASA_GEN_0100089	653	0.329	-0.014	0.000	3	2	61	174
Dpul	PASA_GEN_0100359	3367	0.405	0.015	0.000	12	11	57	533
Dpul	estExt_Genewise1.C_10382	922	0.357	0.021	0.000	4	3	101	74
Dpul	e_gw1.1.261.1	5903	0.428	-0.001	0.000	7	6	0	0
Dpul	NCBI_GNO_0100248	2141	0.414	-0.019	0.000	8	7	0	111
Dpul	PASA_GEN_0100362	3648	0.426	0.002	0.000	13	12	27	287
Dpul	PASA_GEN_0100091	526	0.354	-0.043	0.000	1	0	148	27
Dpul	PASA_GEN_0100092	614	0.355	0.174	0.000	1	0	302	51
Dpul	estExt_Genewise1.C_10395	6771	0.468	0.001	0.000	10	9	225	0
Dpul	estExt_fgenesh1_pg.C_10285	896	0.498	-0.143	0.000	1	0	158	0
Dpul	NCBI_GNO_0100251	3036	0.453	-0.068	0.000	4	3	0	710
Dpul	NCBI_GNO_0100252	2323	0.422	-0.076	0.000	5	4	0	0
Dpul	PASA_GEN_0100093	1177	0.336	0.038	0.000	3	2	20	491
Dpul	estExt_Genewise1.C_10404	3646	0.388	0.018	0.000	12	11	0	597
Dpul	estExt_Genewise1.C_10405	3745	0.361	0.010	0.000	10	9	160	458
Dpul	PASA_GEN_0100095	1243	0.364	0.077	0.000	2	1	35	53
Dpul	NCBI_GNO_0100261	3957	0.435	-0.016	0.000	11	10	0	0
Dpul	NCBI_GNO_0100262	483	0.482	-0.004	0.000	1	0	0	0
Dpul	estExt_fgenesh1_pg.C_10294	2219	0.452	-0.066	0.000	7	6	0	225
Dpul	NCBI_GNO_0100264	1447	0.494	-0.018	0.000	3	2	0	0
Dpul	NCBI_GNO_0100265	558	0.384	-0.084	0.000	3	2	0	0
Dpul	SNAP_00000380	4961	0.450	-0.048	0.000	7	6	0	0
Dpul	NCBI_GNO_0100267	477	0.488	-0.021	0.000	1	0	0	0
Dpul	e_gw1.1.841.1	1611	0.455	-0.004	0.000	5	4	0	0
Dpul	SNAP_00000384	1393	0.403	0.052	0.000	6	5	0	0
Dpul	SNAP_00000386	1175	0.423	-0.103	0.000	6	5	0	0
Dpul	SNAP_00000387	303	0.449	-0.118	0.000	1	0	0	0
Dpul	NCBI_GNO_0100271	2976	0.414	0.024	0.000	4	3	0	413
Dpul	PASA_GEN_0100096	1107	0.392	-0.078	0.000	4	3	77	367
Dpul	SNAP_00000390	4023	0.432	-0.026	0.000	11	10	0	0
Dpul	PASA_GEN_0100097	2161	0.375	0.004	0.000	8	7	153	114
Dpul	NCBI_GNO_0100277	2791	0.450	-0.033	0.000	8	7	22	393
Dpul	PASA_GEN_0100101	909	0.393	0.104	0.000	2	1	86	17
Dpul	PASA_GEN_0100102	360	0.497	0.095	0.000	2	1	89	11
Dpul	SNAP_00000394	426	0.556	-0.241	0.000	1	0	0	0
Dpul	NCBI_GNO_0100278	767	0.471	-0.025	0.000	3	2	0	0
Dpul	NCBI_GNO_0100279	433	0.409	-0.073	0.000	3	2	0	0
Dpul	e_gw1.1.174.1	1133	0.455	0.010	0.000	4	3	0	0
Dpul	e_gw1.1.28.1	4080	0.463	0.006	0.000	9	8	0	0
Dpul	SNAP_00000399	8105	0.449	0.003	0.000	8	7	0	0
Dpul	SNAP_00000403	6066	0.468	-0.069	0.000	12	11	0	0
Dpul	SNAP_00000404	585	0.340	0.095	0.000	3	2	0	0
Dpul	PASA_GEN_0100104	1400	0.355	-0.014	0.000	6	5	181	241
Dpul	PASA_GEN_0100377	2787	0.379	-0.056	0.000	4	3	0	0
Dpul	SNAP_00000408	631	0.385	0.086	0.000	3	2	0	0
Dpul	estExt_Genewise1Plus.C_10427	1727	0.365	0.013	0.000	7	6	3	288
Dpul	PASA_GEN_0100379	5750	0.405	-0.041	0.000	15	14	0	486
Dpul	fgenesh1_pg.C_scaffold_1000316	1143	0.452	0.017	0.000	1	0	0	0
Dpul	SNAP_00000413	1559	0.407	-0.177	0.000	8	7	0	0
Dpul	estExt_fgenesh1_pg.C_10315	3203	0.377	0.058	0.000	13	12	51	25
Dpul	PASA_GEN_0100383	4032	0.387	0.000	0.000	12	11	132	517
Dpul	gw1.1.609.1	1591	0.386	-0.003	0.000	6	5	0	0
Dpul	PASA_GEN_0100106	1605	0.365	0.020	0.000	5	4	98	476
Dpul	gw1.1.344.1	183	0.470	0.023	0.000	1	0	0	0
Dpul	PASA_GEN_0100108	938	0.368	-0.038	0.000	2	1	98	301
Dpul	PASA_GEN_0100384	2598	0.399	0.017	0.000	6	5	0	76
Dpul	PASA_GEN_0100385	2143	0.342	-0.063	0.000	5	4	39	30
Dpul	PASA_GEN_0100386	970	0.378	0.035	0.000	4	3	149	90
Dpul	estExt_Genewise1Plus.C_10456	3318	0.384	-0.037	0.000	4	3	0	344
Dpul	estExt_Genewise1.C_10459	3778	0.365	-0.030	0.000	14	13	84	1224
Dpul	PASA_GEN_0100389	2629	0.417	-0.035	0.000	7	6	26	107
Dpul	PASA_GEN_0100111	381	0.341	-0.123	0.000	1	0	90	87
Dpul	PASA_GEN_0100390	4431	0.473	-0.000	0.000	11	10	0	314
Dpul	PASA_GEN_0100112	10602	0.444	0.033	0.000	3	2	784	325
Dpul	estExt_fgenesh1_pg.C_10330	2099	0.387	0.021	0.000	5	4	86	502
Dpul	SPA_estExt_Genewise1Plus.C_10472	1224	0.373	0.057	0.000	5	4	51	0
Dpul	PASA_GEN_0100397	2687	0.352	0.041	0.000	11	10	69	227
Dpul	JAA_1_estExt_fgenesh1_pg.C_10333	1775	0.402	0.060	0.000	7	6	119	248
Dpul	PASA_GEN_0100114	3847	0.396	-0.034	0.000	4	3	109	747
Dpul	PASA_GEN_0100115	993	0.372	-0.052	0.011	3	2	37	211
Dpul	SNAP_00000439	209	0.383	-0.150	0.000	2	1	0	0
Dpul	SNAP_00000440	2772	0.446	-0.027	0.000	8	7	0	0
Dpul	PASA_GEN_0100116	855	0.368	0.016	0.000	3	2	194	30
Dpul	e_gw1.1.652.1	1029	0.464	0.010	0.000	2	1	0	0
Dpul	PASA_GEN_0100398	4886	0.445	0.006	0.000	13	12	0	1263
Dpul	PASA_GEN_0100399	3899	0.424	-0.063	0.013	8	7	60	0
Dpul	fgenesh1_pg.C_scaffold_1000341	1061	0.526	-0.054	0.000	3	2	0	0
Dpul	estExt_Genewise1Plus.C_10487	8433	0.382	0.047	0.031	17	16	0	757
