piLocusID	MrnaID
DpulILC-00234	e_gw1.1.911.1
DpulILC-00235	fgenesh1_pg.C_scaffold_1000176
DpulILC-00236	e_gw1.1.134.1
DpulILC-00237	PASA_GEN_0100319
DpulILC-00238	PASA_GEN_0100058
DpulILC-00239	e_gw1.1.979.1
DpulILC-00240	NCBI_GNO_0100151
DpulILC-00241	NCBI_GNO_0100152
DpulILC-00243	fgenesh1_pg.C_scaffold_1000182
DpulILC-00245	NCBI_GNO_0100154
DpulILC-00247	fgenesh1_pg.C_scaffold_1000184
DpulILC-00249	PASA_GEN_0100322
DpulILC-00251	SNAP_00000245
DpulILC-00252	NCBI_GNO_0100158
DpulILC-00253	PASA_GEN_0100060
DpulILC-00254	estExt_fgenesh1_pg.C_10191
DpulILC-00255	PASA_GEN_0100325
DpulILC-00256	SNAP_00000250
DpulILC-00257	e_gw1.1.423.1
DpulILC-00258	PASA_GEN_0100061
DpulILC-00259	SNAP_00000253
DpulILC-00260	SNAP_00000254
DpulILC-00261	SNAP_00000255
DpulILC-00263	NCBI_GNO_0100167
DpulILC-00264	estExt_fgenesh1_pg.C_10201
DpulILC-00265	SNAP_00000262
DpulILC-00267	PASA_GEN_0100326
DpulILC-00268	estExt_fgenesh1_pg.C_10204
DpulILC-00269	NCBI_GNO_0100172
DpulILC-00270	NCBI_GNO_0100173
DpulILC-00272	estExt_fgenesh1_pg.C_10207
DpulILC-00273	PASA_GEN_0100067
DpulILC-00274	estExt_fgenesh1_pg.C_10209
DpulILC-00275	fgenesh1_pg.C_scaffold_1000211
DpulILC-00277	fgenesh1_pg.C_scaffold_1000212
DpulILC-00279	fgenesh1_pg.C_scaffold_1000213
DpulILC-00281	PASA_GEN_0100068
DpulILC-00282	NCBI_GNO_0100181
DpulILC-00283	e_gw1.1.737.1
DpulILC-00284	e_gw1.1.573.1
DpulILC-00285	SNAP_00000278
DpulILC-00287	SNAP_00000279
DpulILC-00288	estExt_fgenesh1_pm.C_10051
DpulILC-00289	PASA_GEN_0100339
DpulILC-00290	PASA_GEN_0100071
DpulILC-00291	e_gw1.1.360.1
DpulILC-00293	NCBI_GNO_0100190
DpulILC-00294	estExt_Genewise1.C_10311
DpulILC-00295	NCBI_GNO_0100192
DpulILC-00296	NCBI_GNO_0100193
DpulILC-00298	SNAP_00000290
DpulILC-00299	estExt_fgenesh1_pg.C_10226
DpulILC-00301	PASA_GEN_0100342
DpulILC-00302	SNAP_00000294
DpulILC-00304	fgenesh1_pg.C_scaffold_1000230
DpulILC-00306	estExt_Genewise1.C_10319
DpulILC-00307	PASA_GEN_0100343
DpulILC-00308	PASA_GEN_0100344
DpulILC-00310	fgenesh1_pg.C_scaffold_1000234
DpulILC-00312	fgenesh1_pg.C_scaffold_1000235
DpulILC-00314	NCBI_GNO_0100201
DpulILC-00316	gw1.1.967.1
DpulILC-00318	estExt_Genewise1.C_10331
DpulILC-00320	e_gw1.1.553.1
DpulILC-00321	PASA_GEN_0100077
DpulILC-00323	PASA_GEN_0100347
DpulILC-00324	e_gw1.1.80.1
DpulILC-00326	SNAP_00000306
DpulILC-00327	SNAP_00000307
DpulILC-00328	NCBI_GNO_0100208
DpulILC-00329	estExt_fgenesh1_pg.C_10242
DpulILC-00331	NCBI_GNO_0100210
DpulILC-00333	e_gw1.1.184.1
DpulILC-00335	estExt_Genewise1Plus.C_10348
DpulILC-00337	fgenesh1_pg.C_scaffold_1000248
DpulILC-00339	SNAP_00000314
DpulILC-00340	SNAP_00000315
DpulILC-00341	estExt_Genewise1Plus.C_10351
DpulILC-00343	SNAP_00000318
DpulILC-00345	e_gw1.1.637.1
DpulILC-00346	estExt_Genewise1Plus.C_10361
DpulILC-00347	PASA_GEN_0100353
DpulILC-00349	SNAP_00000336
DpulILC-00351	SNAP_00000339
DpulILC-00352	NCBI_GNO_0100224
DpulILC-00353	NCBI_GNO_0100225
DpulILC-00354	NCBI_GNO_0100227
DpulILC-00355	PASA_GEN_0100354
DpulILC-00356	estExt_fgenesh1_pm.C_10062
DpulILC-00357	NCBI_GNO_0100230
DpulILC-00358	PASA_GEN_0100355
DpulILC-00360	PASA_GEN_0100083
DpulILC-00361	gw1.1.915.1
DpulILC-00362	SNAP_00000347
DpulILC-00364	gw1.1.140.1
DpulILC-00366	NCBI_GNO_0100236
DpulILC-00367	estExt_Genewise1Plus.C_10373
DpulILC-00368	PASA_GEN_0100358
DpulILC-00369	SNAP_00000356
DpulILC-00370	estExt_Genewise1.C_10378
DpulILC-00372	PASA_GEN_0100089
DpulILC-00373	PASA_GEN_0100359
DpulILC-00374	estExt_Genewise1.C_10382
DpulILC-00375	e_gw1.1.261.1
DpulILC-00377	NCBI_GNO_0100248
DpulILC-00378	PASA_GEN_0100362
DpulILC-00380	PASA_GEN_0100091
DpulILC-00381	PASA_GEN_0100092
DpulILC-00382	estExt_Genewise1.C_10395
DpulILC-00384	estExt_fgenesh1_pg.C_10285
DpulILC-00386	NCBI_GNO_0100251
DpulILC-00387	NCBI_GNO_0100252
DpulILC-00388	PASA_GEN_0100093
DpulILC-00389	estExt_Genewise1.C_10404
DpulILC-00390	estExt_Genewise1.C_10405
DpulILC-00391	PASA_GEN_0100095
DpulILC-00392	NCBI_GNO_0100261
DpulILC-00394	NCBI_GNO_0100262
DpulILC-00395	estExt_fgenesh1_pg.C_10294
DpulILC-00396	NCBI_GNO_0100264
DpulILC-00398	NCBI_GNO_0100265
DpulILC-00399	SNAP_00000380
DpulILC-00400	NCBI_GNO_0100267
DpulILC-00401	e_gw1.1.841.1
DpulILC-00403	SNAP_00000384
DpulILC-00404	SNAP_00000386
DpulILC-00405	SNAP_00000387
DpulILC-00406	NCBI_GNO_0100271
DpulILC-00408	PASA_GEN_0100096
DpulILC-00410	SNAP_00000390
DpulILC-00412	PASA_GEN_0100097
DpulILC-00413	NCBI_GNO_0100277
DpulILC-00414	PASA_GEN_0100101
DpulILC-00416	PASA_GEN_0100102
DpulILC-00417	SNAP_00000394
DpulILC-00419	NCBI_GNO_0100278
DpulILC-00421	NCBI_GNO_0100279
DpulILC-00422	e_gw1.1.174.1
DpulILC-00423	e_gw1.1.28.1
DpulILC-00425	SNAP_00000399
DpulILC-00427	SNAP_00000403
DpulILC-00428	SNAP_00000404
DpulILC-00429	PASA_GEN_0100104
DpulILC-00430	PASA_GEN_0100377
DpulILC-00432	SNAP_00000408
DpulILC-00433	estExt_Genewise1Plus.C_10427
DpulILC-00434	PASA_GEN_0100379
DpulILC-00436	fgenesh1_pg.C_scaffold_1000316
DpulILC-00437	SNAP_00000413
DpulILC-00439	estExt_fgenesh1_pg.C_10315
DpulILC-00440	PASA_GEN_0100383
DpulILC-00441	gw1.1.609.1
DpulILC-00442	PASA_GEN_0100106
DpulILC-00443	gw1.1.344.1
DpulILC-00444	PASA_GEN_0100108
DpulILC-00445	PASA_GEN_0100384
DpulILC-00446	PASA_GEN_0100385
DpulILC-00447	PASA_GEN_0100386
DpulILC-00448	estExt_Genewise1Plus.C_10456
DpulILC-00449	estExt_Genewise1.C_10459
DpulILC-00450	PASA_GEN_0100389
DpulILC-00451	PASA_GEN_0100111
DpulILC-00452	PASA_GEN_0100390
DpulILC-00454	PASA_GEN_0100112
DpulILC-00456	estExt_fgenesh1_pg.C_10330
DpulILC-00457	SPA_estExt_Genewise1Plus.C_10472
DpulILC-00459	PASA_GEN_0100397
DpulILC-00460	JAA_1_estExt_fgenesh1_pg.C_10333
DpulILC-00461	PASA_GEN_0100114
DpulILC-00462	PASA_GEN_0100115
DpulILC-00464	SNAP_00000439
DpulILC-00466	SNAP_00000440
DpulILC-00467	PASA_GEN_0100116
DpulILC-00469	e_gw1.1.652.1
DpulILC-00470	PASA_GEN_0100398
DpulILC-00472	PASA_GEN_0100399
DpulILC-00473	fgenesh1_pg.C_scaffold_1000341
DpulILC-00475	estExt_Genewise1Plus.C_10487
DpulILC-00476	NCBI_GNO_0100316
DpulILC-00478	NCBI_GNO_0100317
DpulILC-00480	NCBI_GNO_0100319
DpulILC-00481	PASA_GEN_0100404
DpulILC-00482	PASA_GEN_0100121
DpulILC-00483	fgenesh1_pg.C_scaffold_1000348
DpulILC-00484	PASA_GEN_0100407
DpulILC-00485	PASA_GEN_0100408
DpulILC-00486	estExt_fgenesh1_pg.C_10348
DpulILC-00487	e_gw1.1.728.1
DpulILC-00488	gw1.1.250.1
DpulILC-00489	PASA_GEN_0100124
DpulILC-00490	NCBI_GNO_0100331
DpulILC-00492	NCBI_GNO_0100332
DpulILC-00494	PASA_GEN_0100126
DpulILC-00496	PASA_GEN_0100128
DpulILC-00497	estExt_Genewise1.C_10512
DpulILC-00499	PASA_GEN_0100410
DpulILC-00500	NCBI_GNO_0100337
DpulILC-00501	PASA_GEN_0100131
DpulILC-00502	e_gw1.1.90.1
DpulILC-00503	PASA_GEN_0100411
DpulILC-00504	fgenesh1_pg.C_scaffold_1000364
DpulILC-00505	fgenesh1_pg.C_scaffold_1000365
DpulILC-00506	estExt_fgenesh1_kg.C_10029
DpulILC-00507	PASA_GEN_0100413
DpulILC-00508	NCBI_GNO_0100345
DpulILC-00509	NCBI_GNO_0100346
DpulILC-00510	NCBI_GNO_0100347
DpulILC-00512	NCBI_GNO_0100348
DpulILC-00513	NCBI_GNO_0100349
DpulILC-00514	PASA_GEN_0100416
DpulILC-00515	e_gw1.1.43.1
DpulILC-00516	estExt_Genewise1.C_10536
DpulILC-00517	PASA_GEN_0100136
DpulILC-00518	NCBI_GNO_0100355
DpulILC-00519	NCBI_GNO_0100356
DpulILC-00521	SNAP_00000485
DpulILC-00523	NCBI_GNO_0100364
DpulILC-00525	PASA_GEN_0100137
DpulILC-00526	PASA_GEN_0100138
DpulILC-00528	e_gw1.1.382.1
DpulILC-00530	PASA_GEN_0100420
DpulILC-00532	PASA_GEN_0100139
DpulILC-00533	estExt_Genewise1.C_10557
DpulILC-00534	NCBI_GNO_0100373
DpulILC-00535	PASA_GEN_0100146
DpulILC-00536	NCBI_GNO_0100374
DpulILC-00537	estExt_fgenesh1_pg.C_10389
DpulILC-00539	gw1.1.397.1
DpulILC-00540	PASA_GEN_0100148
DpulILC-00542	SNAP_00000506
DpulILC-00543	NCBI_GNO_0100378
DpulILC-00545	PASA_GEN_0100149
DpulILC-00546	NCBI_GNO_0100380
DpulILC-00548	NCBI_GNO_0100382
DpulILC-00550	e_gw1.1.639.1
DpulILC-00552	NCBI_GNO_0100384
DpulILC-00554	gw1.1.480.1
DpulILC-00555	estExt_fgenesh1_kg.C_10037
DpulILC-00557	fgenesh1_pg.C_scaffold_1000406
DpulILC-00559	PASA_GEN_0100428
DpulILC-00560	SNAP_00000520
DpulILC-00561	SNAP_00000521
DpulILC-00562	NCBI_GNO_0100389
DpulILC-00564	NCBI_GNO_0100391
DpulILC-00566	NCBI_GNO_0100392
DpulILC-00568	PASA_GEN_0100429
DpulILC-00569	SNAP_00000528
DpulILC-00570	NCBI_GNO_0100395
DpulILC-00572	e_gw1.1.901.1
DpulILC-00573	PASA_GEN_0100153
DpulILC-00574	PASA_GEN_0100433
DpulILC-00575	estExt_Genewise1Plus.C_10589
DpulILC-00577	PASA_GEN_0100435
DpulILC-00578	NCBI_GNO_0100401
DpulILC-00579	fgenesh1_pg.C_scaffold_1000422
DpulILC-00581	e_gw1.1.708.1
DpulILC-00582	PASA_GEN_0100436
DpulILC-00583	PASA_GEN_0100154
DpulILC-00584	estExt_Genewise1.C_10603
DpulILC-00585	NCBI_GNO_0100407
DpulILC-00586	estExt_Genewise1Plus.C_10608
DpulILC-00587	fgenesh1_pg.C_scaffold_1000432
DpulILC-00588	estExt_fgenesh1_pg.C_10430
DpulILC-00589	PASA_GEN_0100161
DpulILC-00590	e_gw1.1.517.1
DpulILC-00591	NCBI_GNO_0100414
DpulILC-00592	PASA_GEN_0100439
DpulILC-00594	SNAP_00000553
DpulILC-00595	SNAP_00000556
DpulILC-00597	estExt_fgenesh1_pm.C_10100
DpulILC-00599	MRW_gw1.1.612.1
DpulILC-00601	estExt_Genewise1.C_10630
DpulILC-00603	e_gw1.1.594.1
DpulILC-00604	NCBI_GNO_0100422
DpulILC-00605	fgenesh1_pg.C_scaffold_1000453
DpulILC-00606	fgenesh1_pg.C_scaffold_1000454
DpulILC-00608	e_gw1.1.320.1
DpulILC-00610	NCBI_GNO_0100426
DpulILC-00612	NCBI_GNO_0100427
DpulILC-00614	NCBI_GNO_0100428
DpulILC-00615	SNAP_00000574
DpulILC-00616	NCBI_GNO_0100430
DpulILC-00617	estExt_fgenesh1_kg.C_10055
DpulILC-00618	fgenesh1_pg.C_scaffold_1000471
DpulILC-00620	NCBI_GNO_0100432
DpulILC-00622	estExt_fgenesh1_pg.C_10469
DpulILC-00624	fgenesh1_pg.C_scaffold_1000474
DpulILC-00626	NCBI_GNO_0100434
DpulILC-00628	SNAP_00000585
DpulILC-00629	SNAP_00000586
DpulILC-00630	estExt_fgenesh1_pg.C_10475
DpulILC-00632	e_gw1.1.211.1
DpulILC-00634	e_gw1.1.988.1
DpulILC-00635	PASA_GEN_0100449
DpulILC-00637	SNAP_00000592
DpulILC-00638	PASA_GEN_0100450
DpulILC-00639	estExt_fgenesh1_pg.C_10482
DpulILC-00640	PASA_GEN_0100172
DpulILC-00641	PASA_GEN_0100173
DpulILC-00643	estExt_fgenesh1_pg.C_10484
DpulILC-00644	estExt_Genewise1Plus.C_10659
DpulILC-00645	MOL_fgenesh1_pg.C_scaffold_1000490
DpulILC-00646	estExt_Genewise1.C_10662
DpulILC-00647	PASA_GEN_0100175
DpulILC-00648	PASA_GEN_0100179
DpulILC-00649	NCBI_GNO_0100454
DpulILC-00650	NCBI_GNO_0100456
DpulILC-00651	PASA_GEN_0100180
DpulILC-00653	PASA_GEN_0100181
DpulILC-00654	fgenesh1_pg.C_scaffold_1000497
DpulILC-00655	e_gw1.1.756.1
DpulILC-00657	PASA_GEN_0100454
DpulILC-00658	estExt_Genewise1.C_10684
DpulILC-00659	fgenesh1_kg.C_scaffold_1000058
DpulILC-00660	NCBI_GNO_0100465
DpulILC-00661	estExt_fgenesh1_kg.C_10058
DpulILC-00662	PASA_GEN_0100187
DpulILC-00663	SNAP_00000613
DpulILC-00664	estExt_Genewise1Plus.C_10692
DpulILC-00666	e_gw1.1.105.1
DpulILC-00667	PASA_GEN_0100460
DpulILC-00669	NCBI_GNO_0100473
DpulILC-00670	NCBI_GNO_0100474
DpulILC-00671	PASA_GEN_0100462
DpulILC-00673	e_gw1.1.437.1
DpulILC-00674	NCBI_GNO_0100477
DpulILC-00676	SNAP_00000637
DpulILC-00678	fgenesh1_pg.C_scaffold_1000520
DpulILC-00680	PASA_GEN_0100463
DpulILC-00681	fgenesh1_pg.C_scaffold_1000522
DpulILC-00682	NCBI_GNO_0100482
DpulILC-00683	NCBI_GNO_0100483
DpulILC-00684	estExt_fgenesh1_pg.C_10520
DpulILC-00685	PASA_GEN_0100467
DpulILC-00686	SNAP_00000648
DpulILC-00687	NCBI_GNO_0100486
DpulILC-00689	e_gw1.1.406.1
DpulILC-00690	PASA_GEN_0100194
DpulILC-00691	PASA_GEN_0100468
DpulILC-00692	estExt_fgenesh1_pg.C_10527
DpulILC-00694	estExt_Genewise1Plus.C_10739
DpulILC-00695	estExt_fgenesh1_kg.C_10061
DpulILC-00696	NCBI_GNO_0100494
DpulILC-00697	PASA_GEN_0100471
DpulILC-00698	fgenesh1_pg.C_scaffold_1000536
DpulILC-00700	fgenesh1_pg.C_scaffold_1000538
DpulILC-00702	fgenesh1_pg.C_scaffold_1000539
DpulILC-00704	SNAP_00000667
DpulILC-00705	NCBI_GNO_0100498
DpulILC-00707	NCBI_GNO_0100499
DpulILC-00708	SNAP_00000670
DpulILC-00709	e_gw1.1.183.1
DpulILC-00710	PASA_GEN_0100473
DpulILC-00711	e_gw1.1.900.1
DpulILC-00712	estExt_Genewise1Plus.C_10759
DpulILC-00713	PASA_GEN_0100475
DpulILC-00714	NCBI_GNO_0100506
DpulILC-00716	PASA_GEN_0100477
DpulILC-00718	fgenesh1_kg.C_scaffold_1000063
DpulILC-00719	estExt_Genewise1Plus.C_10775
DpulILC-00720	PASA_GEN_0100480
DpulILC-00721	estExt_fgenesh1_pg.C_10548
DpulILC-00722	PASA_GEN_0100206
DpulILC-00724	fgenesh1_pg.C_scaffold_1000554
DpulILC-00726	NCBI_GNO_0100517
DpulILC-00728	PASA_GEN_0100208
DpulILC-00729	estExt_fgenesh1_pg.C_10555
DpulILC-00730	gw1.1.909.1
DpulILC-00732	PASA_GEN_0100483
DpulILC-00734	SNAP_00000692
DpulILC-00735	NCBI_GNO_0100523
DpulILC-00736	SNAP_00000694
DpulILC-00737	SNAP_00000695
DpulILC-00738	fgenesh1_pg.C_scaffold_1000568
DpulILC-00740	e_gw1.1.1016.1
DpulILC-00742	gw1.1.1004.1
DpulILC-00744	gw1.1.343.1
DpulILC-00746	SNAP_00000710
DpulILC-00748	fgenesh1_pg.C_scaffold_1000572
DpulILC-00750	e_gw1.1.1015.1
DpulILC-00752	fgenesh1_pg.C_scaffold_1000574
DpulILC-00754	SNAP_00000739
DpulILC-00756	estExt_Genewise1Plus.C_10803
DpulILC-00757	NCBI_GNO_0100533
DpulILC-00759	e_gw1.1.228.1
DpulILC-00760	SNAP_00000743
DpulILC-00762	PASA_GEN_0100213
DpulILC-00763	PASA_GEN_0100484
DpulILC-00764	PASA_GEN_0100214
DpulILC-00765	PASA_GEN_0100215
DpulILC-00766	PASA_GEN_0100216
DpulILC-00768	SNAP_00000748
DpulILC-00769	SNAP_00000749
DpulILC-00771	SMI_SNAP_00000750
DpulILC-00773	PASA_GEN_0100217
DpulILC-00775	SNAP_00000752
DpulILC-00776	SNAP_00000753
DpulILC-00778	SNAP_00000755
DpulILC-00780	SNAP_00000757
DpulILC-00781	fgenesh1_pg.C_scaffold_1000592
DpulILC-00782	PASA_GEN_0100488
DpulILC-00784	PASA_GEN_0100218
DpulILC-00785	BDE_fgenesh1_pg.C_scaffold_1000596
DpulILC-00786	PASA_GEN_0100491
DpulILC-00787	PASA_GEN_0100492
DpulILC-00789	e_gw1.1.11.1
DpulILC-00790	NCBI_GNO_0100553
DpulILC-00791	PASA_GEN_0100220
DpulILC-00792	fgenesh1_pm.C_scaffold_1000137
DpulILC-00793	estExt_Genewise1Plus.C_10843
DpulILC-00794	PASA_GEN_0100496
DpulILC-00795	e_gw1.1.857.1
DpulILC-00796	PASA_GEN_0100225
DpulILC-00797	NCBI_GNO_0100560
DpulILC-00798	estExt_Genewise1Plus.C_10854
DpulILC-00799	NCBI_GNO_0100563
DpulILC-00800	SNAP_00000775
DpulILC-00802	PASA_GEN_0100229
DpulILC-00803	PASA_GEN_0100500
DpulILC-00804	PASA_GEN_0100501
DpulILC-00805	e_gw1.1.648.1
DpulILC-00807	HUG_NCBI_GNO_0100569
DpulILC-00809	SNAP_00000785
DpulILC-00811	estExt_Genewise1.C_10874
DpulILC-00813	PASA_GEN_0100231
DpulILC-00814	estExt_Genewise1.C_10880
DpulILC-00815	estExt_fgenesh1_kg.C_10071
DpulILC-00817	gw1.1.3.1
DpulILC-00819	SNAP_00000793
DpulILC-00820	SNAP_00000794
DpulILC-00821	SNAP_00000795
DpulILC-00822	NCBI_GNO_0100578
DpulILC-00824	NCBI_GNO_0100579
DpulILC-00825	SNAP_00000798
DpulILC-00827	PASA_GEN_0100504
DpulILC-00829	SPA_NCBI_GNO_0100582
DpulILC-00831	PASA_GEN_0100236
DpulILC-00832	PASA_GEN_0100237
DpulILC-00833	e_gw1.1.429.1
DpulILC-00835	e_gw1.1.433.1
DpulILC-00836	fgenesh1_pg.C_scaffold_1000640
DpulILC-00838	BDE_estExt_Genewise1Plus.C_10900
DpulILC-00840	NCBI_GNO_0100591
DpulILC-00842	estExt_fgenesh1_kg.C_10073
DpulILC-00843	e_gw1.1.781.1
DpulILC-00844	JAB_PASA_GEN_0100239
DpulILC-00845	PASA_GEN_0100240
DpulILC-00846	e_gw1.1.300.1
DpulILC-00847	NCBI_GNO_0100601
DpulILC-00849	fgenesh1_pm.C_scaffold_10000001
DpulILC-00850	NCBI_GNO_1000002
DpulILC-00852	NCBI_GNO_1000003
DpulILC-00854	NCBI_GNO_1000004
DpulILC-00855	NCBI_GNO_1000005
DpulILC-00856	NCBI_GNO_1000006
DpulILC-00857	NCBI_GNO_1000007
DpulILC-00859	NCBI_GNO_1000008
DpulILC-00860	PASA_GEN_1000004
DpulILC-00862	gw1.10.243.1
DpulILC-00864	NCBI_GNO_1000020
DpulILC-00866	fgenesh1_pg.C_scaffold_10000026
DpulILC-00868	PASA_GEN_1000176
DpulILC-00869	SNAP_00005627
DpulILC-00870	e_gw1.10.452.1
DpulILC-00872	PASA_GEN_1000178
DpulILC-00873	PASA_GEN_1000010
